speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore,topMatchups,topCounters
smeargle,Smeargle,97.8,,,,,LOCK_ON,V_CREATE,LEAF_BLADE,100,100,100,91.1,stunfisk_galarian:774;bastiodon:751;jellicent:848;bronzor:644;shuckle_shadow:614,wobbuffet:338;wynaut:492;wobbuffet_shadow:419;deino:494;altaria:391
magnezone_shadow,Magnezone (Shadow),56.3,,,,,SPARK,WILD_CHARGE,MIRROR_SHOT,40.6,39.3,59.4,36.4,bastiodon:658;marill:700;chikorita:525;skorupi:633;sandslash_alolan:766,bronzor:388;jellicent:455;shuckle_shadow:351;stunfisk_galarian:96;nidoqueen_shadow:481
torchic,Torchic,56.3,,,,,EMBER,FLAME_CHARGE,FLAMETHROWER,56.3,41.4,45.5,48.1,stunfisk_galarian:762;victreebel_shadow:711;cottonee:583;budew:615;chikorita:801,smeargle:240;bronzor:357;bastiodon:168;wobbuffet:327;nidoqueen_shadow:456
ambipom_shadow,Ambipom (Shadow),56.2,,,,,SCRATCH,AERIAL_ACE,LOW_SWEEP,37.5,49.1,47.3,55.5,nidoqueen_shadow:555;nidoqueen:527;golbat:673;vulpix_alolan:618;melmetal:784,stunfisk_galarian:326;smeargle:251;bastiodon:150;jellicent:338;bronzor:219
finneon,Finneon,56.2,,,,,WATER_GUN,ICE_BEAM,WATER_PULSE,54.4,46,40.8,49.4,stunfisk_galarian:640;bastiodon:589;nidoqueen_shadow:730;marowak_alolan:533;mawile_shadow:752,bronzor:288;smeargle:174;shuckle_shadow:303;jellicent:261;shuckle:238
litleo,Litleo,56.2,,,,,EMBER,FLAME_CHARGE,CRUNCH,52.2,40.5,49.7,49.2,jellicent:692;victreebel_shadow:710;cottonee:614;budew:638;gloom_shadow:704,stunfisk_galarian:464;bronzor:473;smeargle:259;bastiodon:175;nidoqueen_shadow:443
quilava,Quilava,56.2,,,,,EMBER,FLAME_CHARGE,FLAMETHROWER,55.6,42.2,45.4,48.3,stunfisk_galarian:739;victreebel_shadow:718;cottonee:598;budew:647;chikorita:781,smeargle:240;bronzor:357;bastiodon:168;wobbuffet:327;nidoqueen_shadow:456
sceptile,Sceptile,56.2,,,,,BULLET_SEED,LEAF_BLADE,EARTHQUAKE,40.5,26.8,63.3,23.4,jellicent:753;marill:563;pachirisu:523;seel:690;vulpix_alolan:547,stunfisk_galarian:494;bastiodon:318;bronzor:365;wobbuffet:353;shuckle_shadow:303
drilbur,Drilbur,56.1,,,,,MUD_SLAP,DRILL_RUN,ROCK_TOMB,60.3,39.3,42,49.2,stunfisk_galarian:822;bastiodon:734;nidoqueen_shadow:803;marowak_alolan:677;pachirisu:753,bronzor:384;jellicent:416;shuckle_shadow:327;smeargle:166;wobbuffet:214
entei_shadow,Entei (Shadow),56.1,,,,,FIRE_SPIN,FLAME_CHARGE,IRON_HEAD,55.6,36.5,48,44.7,stunfisk_galarian:681;bronzor:556;victreebel_shadow:625;cottonee:543;budew:606,smeargle:262;wobbuffet:346;bastiodon:162;nidoqueen_shadow:381;jellicent:238
fennekin,Fennekin,56.1,,,,,EMBER,FLAME_CHARGE,PSYSHOCK,49.7,42.3,50,48.4,victreebel_shadow:720;cottonee:526;budew:600;gloom_shadow:673;whimsicott:640,stunfisk_galarian:464;smeargle:277;bronzor:380;bastiodon:175;wobbuffet:310
kakuna,Kakuna,56.1,,,,,BUG_BITE,RETURN,STRUGGLE,46.9,39,56.6,49.7,wynaut:641;victreebel_shadow:795;wobbuffet_shadow:612;cottonee:512;wigglytuff:529,stunfisk_galarian:321;bastiodon:231;wobbuffet:448;smeargle:192;jellicent:305
krokorok,Krokorok,56.1,,,,,MUD_SLAP,CRUNCH,EARTHQUAKE,60,37.1,45.4,49.4,stunfisk_galarian:822;bastiodon:734;bronzor:506;nidoqueen_shadow:803;marowak_alolan:708,jellicent:416;shuckle_shadow:327;smeargle:166;shuckle:238;wobbuffet:151
larvitar_shadow,Larvitar (Shadow),56.1,,,,,BITE,CRUNCH,STOMP,49.8,39.8,47.1,52.3,bastiodon:535;jellicent:782;nidoqueen_shadow:776;marowak_alolan:852;pachirisu:658,stunfisk_galarian:433;bronzor:373;smeargle:177;wobbuffet:257;shuckle_shadow:232
meowth_galarian,Meowth (Galarian),56.1,,,,,METAL_CLAW,NIGHT_SLASH,GYRO_BALL,51.4,40.1,50.1,38.2,shuckle:568;nidoqueen_shadow:636;wigglytuff:539;spritzee:636;aromatisse:590,stunfisk_galarian:367;bastiodon:468;bronzor:380;shuckle_shadow:392;wobbuffet:227
parasect,Parasect,56.1,,,,,FURY_CUTTER,X_SCISSOR,CROSS_POISON,35.5,36.1,62.1,32.1,victreebel_shadow:676;wynaut:556;wobbuffet_shadow:676;budew:718;chikorita:866,stunfisk_galarian:229;wobbuffet:457;jellicent:305;bastiodon:118;smeargle:122
slowpoke,Slowpoke,56.1,,,,,CONFUSION,PSYSHOCK,WATER_PULSE,46.8,43.1,50.4,50.7,bastiodon:551;nidoqueen_shadow:756;skorupi_shadow:893;skorupi:696;seel:649,stunfisk_galarian:255;smeargle:188;shuckle:351;shuckle_shadow:279;jellicent:300
zapdos_shadow,Zapdos (Shadow),56.1,,,,,THUNDER_SHOCK,DRILL_PECK,THUNDERBOLT,36,40.4,59.6,26.1,jellicent:719;marill:727;wobbuffet_shadow:628;marowak_alolan:583;budew:545,stunfisk_galarian:321;wobbuffet:410;bronzor:296;wynaut:412;bastiodon:87
cinccino,Cinccino,56,,,,,CHARM,AQUA_TAIL,THUNDERBOLT,38.2,52.5,46.5,55.2,jellicent:853;deino:700;dusclops_shadow:873;abomasnow:660;abomasnow_shadow:673,stunfisk_galarian:290;smeargle:262;bastiodon:206;nidoqueen_shadow:375;wobbuffet:229
dunsparce,Dunsparce,56,,,,,BITE,DRILL_RUN,ROCK_SLIDE,52.4,45.8,47.1,50,bastiodon:557;jellicent:908;marowak_alolan:802;skorupi_shadow:615;sandslash_alolan:509,stunfisk_galarian:403;smeargle:196;shuckle:369;bronzor:280;nidoqueen_shadow:412
goomy,Goomy,56,,,,,WATER_GUN,MUDDY_WATER,DRAGON_PULSE,55.2,43.3,46.7,41.3,stunfisk_galarian:614;bastiodon:596;nidoqueen_shadow:560;marowak_alolan:801;pachirisu:560,smeargle:292;shuckle_shadow:327;wobbuffet:280;shuckle:303;jellicent:227
graveler,Graveler,56,,,,,MUD_SHOT,ROCK_SLIDE,ROCK_BLAST,46.6,33.2,51.4,30.8,bastiodon:659;shuckle_shadow:522;nidoqueen_shadow:765;marowak_alolan:810;pachirisu:681,stunfisk_galarian:326;shuckle:494;jellicent:422;bronzor:273;wobbuffet:202
joltik,Joltik,56,,,,,SUCKER_PUNCH,DISCHARGE,CROSS_POISON,38.6,53.1,58.4,32.5,jellicent:651;wynaut:558;victreebel_shadow:529;marowak_alolan:505;pachirisu:656,stunfisk_galarian:250;wobbuffet:346;bastiodon:143;bronzor:265;nidoqueen_shadow:256
kricketune,Kricketune,56,,,,,FURY_CUTTER,X_SCISSOR,AERIAL_ACE,35.8,46.4,61.9,30.6,wobbuffet_shadow:738;wynaut:517;budew:625;chikorita:840;vileplume:545,stunfisk_galarian:336;wobbuffet:453;jellicent:400;bastiodon:100;smeargle:122
magby,Magby,56,,,,,KARATE_CHOP,FIRE_PUNCH,BRICK_BREAK,47.9,42.2,53.6,29.3,stunfisk_galarian:735;budew:528;sandslash_alolan:821;mawile_shadow:557;sandshrew_alolan:821,smeargle:403;bastiodon:256;bronzor:269;wobbuffet:297;jellicent:255
magmortar_shadow,Magmortar (Shadow),56,,,,,KARATE_CHOP,FIRE_PUNCH,THUNDERBOLT,41.9,31.2,62.5,31.1,stunfisk_galarian:581;sandslash_alolan:827;sandshrew_alolan:762;forretress:631;melmetal:745,smeargle:481;bastiodon:231;bronzor:315;jellicent:300;wobbuffet:217
mudkip,Mudkip,56,,,,,WATER_GUN,STOMP,SLUDGE,44.8,47.2,49.4,47,nidoqueen_shadow:567;marowak_alolan:810;sandslash_alolan:774;mawile_shadow:634;sandshrew_alolan:774,stunfisk_galarian:454;bastiodon:431;smeargle:259;bronzor:296;wobbuffet:268
squirtle,Squirtle,56,,,,,BUBBLE,AQUA_TAIL,AQUA_JET,52.9,51.7,41.8,36.1,stunfisk_galarian:641;bastiodon:605;marowak_alolan:705;sandslash_alolan:764;mawile_shadow:735,smeargle:229;bronzor:269;shuckle_shadow:291;wobbuffet:255;nidoqueen_shadow:381
victini,Victini,56,,,,,CONFUSION,V_CREATE,PSYCHIC,42,43.9,56.6,44.7,nidoqueen_shadow:630;victreebel_shadow:712;wigglytuff:506;budew:657;gloom_shadow:712,stunfisk_galarian:209;smeargle:288;bronzor:326;jellicent:383;wobbuffet:302
woobat,Woobat,56,,,,,CONFUSION,PSYSHOCK,AERIAL_ACE,46.9,41.1,53.9,47.6,nidoqueen_shadow:698;victreebel_shadow:762;budew:673;gloom_shadow:683;vileplume_shadow:762,stunfisk_galarian:489;smeargle:292;jellicent:327;bastiodon:131;wobbuffet:246
binacle,Binacle,55.9,,,,,MUD_SLAP,CROSS_CHOP,ANCIENT_POWER,53.4,42.3,42.1,43.1,stunfisk_galarian:554;bastiodon:668;nidoqueen_shadow:771;marowak_alolan:867;mawile_shadow:849,bronzor:361;jellicent:283;shuckle_shadow:232;wobbuffet:206;smeargle:114
klink,Klink,55.9,,,,,VOLT_SWITCH,DISCHARGE,VICE_GRIP,46.6,46.6,50.8,42.2,victreebel_shadow:570;marill:512;wigglytuff:596;spritzee:532;slurpuff:596,bastiodon:493;stunfisk_galarian:173;bronzor:403;smeargle:255;jellicent:416
magmar,Magmar,55.9,,,,,KARATE_CHOP,FIRE_PUNCH,RETURN,47.1,40.7,53.6,29.5,stunfisk_galarian:689;wigglytuff:522;budew:583;sandslash_alolan:810;mawile_shadow:568,smeargle:381;bastiodon:256;bronzor:269;wobbuffet:291;jellicent:250
pikachu_kariyushi,Pikachu (Kariyushi),55.9,,,,,THUNDER_SHOCK,WILD_CHARGE,DISCHARGE,36.8,46.3,55.3,24.6,jellicent:756;wobbuffet_shadow:506;marowak_alolan:662;skorupi_shadow:533;skorupi:581,bastiodon:343;stunfisk_galarian:158;smeargle:288;wobbuffet:365;shuckle_shadow:250
pikachu_rock_star,Pikachu (Rock Star),55.9,,,,,THUNDER_SHOCK,THUNDER_PUNCH,METEOR_MASH,42.6,56,48.9,28.5,jellicent:790;skorupi_shadow:533;sandslash_alolan:722;seel:682;mawile_shadow:554,stunfisk_galarian:265;bastiodon:406;smeargle:337;bronzor:303;shuckle:369
sudowoodo,Sudowoodo,55.9,,,,,COUNTER,ROCK_SLIDE,EARTHQUAKE,46.4,43.8,46.8,43.1,bastiodon:659;sandslash_alolan:854;skorupi:541;mawile_shadow:715;sandshrew_alolan:854,stunfisk_galarian:454;smeargle:314;bronzor:434;shuckle_shadow:357;shuckle:333
swalot,Swalot,55.9,,,,,INFESTATION,SLUDGE_BOMB,ICE_BEAM,46.9,31.6,55.4,24,wobbuffet:540;nidoqueen_shadow:581;cottonee:688;wynaut:535;marill:505,stunfisk_galarian:392;bastiodon:268;shuckle:232;shuckle_shadow:172;bronzor:146
mightyena_shadow,Mightyena (Shadow),55.8,,,,,ICE_FANG,CRUNCH,POISON_FANG,39.6,46.6,50.2,51.5,nidoqueen_shadow:697;victreebel_shadow:506;chikorita:697;vileplume_shadow:539;vileplume:526,stunfisk_galarian:367;bastiodon:231;smeargle:229;jellicent:333;bronzor:246
misdreavus,Misdreavus,55.8,,,,,HEX,DARK_PULSE,OMINOUS_WIND,50.6,35.1,53.2,27.6,stunfisk_galarian:798;wobbuffet:529;wynaut:529;skorupi_shadow:574;forretress:634,bastiodon:343;bronzor:388;jellicent:305;nidoqueen_shadow:312;shuckle_shadow:208
palpitoad,Palpitoad,55.8,,,,,MUD_SHOT,EARTH_POWER,SLUDGE_WAVE,52,30.7,52.2,27.2,stunfisk_galarian:627;bastiodon:781;pachirisu:675;skorupi_shadow:664;skorupi:515,shuckle:422;bronzor:330;shuckle_shadow:339;nidoqueen_shadow:412;wobbuffet:234
pupitar_shadow,Pupitar (Shadow),55.8,,,,,BITE,CRUNCH,ANCIENT_POWER,49.7,39.4,47,52,bastiodon:518;jellicent:774;nidoqueen_shadow:768;marowak_alolan:847;pachirisu:646,stunfisk_galarian:448;bronzor:384;smeargle:177;wobbuffet:257;shuckle_shadow:232
ralts,Ralts,55.8,,,,,CONFUSION,DISARMING_VOICE,PSYSHOCK,40.4,47.5,53.5,48.1,victreebel_shadow:561;wobbuffet_shadow:595;budew:550;gloom_shadow:595;skorupi_shadow:769,stunfisk_galarian:250;smeargle:288;bastiodon:206;jellicent:350;wobbuffet:246
houndour,Houndour,55.7,,,,,EMBER,CRUNCH,FLAMETHROWER,53.1,37.8,50.7,48.7,stunfisk_galarian:719;bronzor:801;victreebel_shadow:657;budew:568;gloom_shadow:630,smeargle:270;bastiodon:175;nidoqueen_shadow:456;jellicent:250;wobbuffet:151
lombre,Lombre,55.7,,,,,BUBBLE,GRASS_KNOT,ICE_BEAM,45.9,33.6,57.8,35,stunfisk_galarian:617;marill:578;seel:634;diggersby:674;dusclops_shadow:561,smeargle:151;wobbuffet:257;shuckle_shadow:255;bronzor:211;shuckle:238
tangrowth,Tangrowth,55.7,,,,,VINE_WHIP,POWER_WHIP,ROCK_SLIDE,44.3,40.3,50.7,32.7,stunfisk_galarian:538;marill:666;pachirisu:557;seel:685;oddish:532,bastiodon:418;jellicent:416;shuckle:315;wobbuffet:231;bronzor:203
alakazam,Alakazam,55.6,,,,,COUNTER,FIRE_PUNCH,SHADOW_BALL,56.8,33.6,48.2,43.5,stunfisk_galarian:725;bastiodon:529;bronzor:519;sandslash_alolan:754;sandshrew_alolan:754,smeargle:300;wobbuffet:436;shuckle:291;shuckle_shadow:220;wynaut:448
charmander,Charmander,55.6,,,,,EMBER,FLAME_CHARGE,FLAMETHROWER,50.7,42.5,48.3,48.9,victreebel_shadow:740;cottonee:629;budew:675;chikorita:798;gloom_shadow:681,stunfisk_galarian:479;smeargle:274;bastiodon:187;bronzor:334;wobbuffet:325
chimchar,Chimchar,55.6,,,,,EMBER,FLAME_CHARGE,FLAMETHROWER,51.4,43.4,48.2,48.9,victreebel_shadow:714;cottonee:565;wigglytuff:517;budew:642;chikorita:815,stunfisk_galarian:474;smeargle:274;bastiodon:187;bronzor:334;wobbuffet:321
cyndaquil,Cyndaquil,55.6,,,,,EMBER,FLAME_CHARGE,FLAMETHROWER,50.7,42.5,48.3,48.9,victreebel_shadow:740;cottonee:629;budew:675;chikorita:798;gloom_shadow:681,stunfisk_galarian:479;smeargle:274;bastiodon:187;bronzor:334;wobbuffet:325
electivire,Electivire,55.6,,,,,THUNDER_SHOCK,ICE_PUNCH,WILD_CHARGE,36.7,36.5,69,22.7,jellicent:647;marill:704;marowak_alolan:532;sandslash_alolan:581;golbat:762,stunfisk_galarian:326;bastiodon:431;bronzor:292;wobbuffet:285;shuckle:202
linoone_galarian,Linoone (Galarian),55.6,,,,,SNARL,BODY_SLAM,GUNK_SHOT,40.6,33.6,53.2,29.8,jellicent:664;nidoqueen_shadow:576;stunky_shadow:670;gloom:505;sandshrew_alolan:516,stunfisk_galarian:464;bastiodon:243;smeargle:262;bronzor:392;marill:392
durant,Durant,55.5,,,,,BUG_BITE,X_SCISSOR,STONE_EDGE,41,40.9,52.8,45.7,victreebel_shadow:649;cottonee:570;budew:657;gloom_shadow:649;vileplume_shadow:684,stunfisk_galarian:209;wobbuffet:482;shuckle_shadow:375;bronzor:307;bastiodon:150
raikou,Raikou,55.5,,,,,THUNDER_SHOCK,WILD_CHARGE,SHADOW_BALL,34.5,32.4,61.5,24.1,jellicent:716;seel:686;sandslash_alolan:604;golbat:746;forretress:514,bastiodon:437;smeargle:381;bronzor:346;wobbuffet:327;marill:490
trapinch_shadow,Trapinch (Shadow),55.5,,,,,MUD_SHOT,CRUNCH,SAND_TOMB,54.9,24.3,61.8,28.9,stunfisk_galarian:735;bastiodon:650;jellicent:592;pachirisu:814;nidoqueen:578,shuckle_shadow:315;smeargle:177;nidoqueen_shadow:450;bronzor:234;shuckle:285
emboar,Emboar,55.4,,,,,EMBER,BLAST_BURN,ROCK_SLIDE,55.8,39.3,48.8,49.3,stunfisk_galarian:645;victreebel_shadow:680;budew:633;gloom_shadow:651;skorupi_shadow:808,bastiodon:306;smeargle:270;wobbuffet:442;shuckle_shadow:327;shuckle:309
gabite,Gabite,55.4,,,,,MUD_SHOT,FLAMETHROWER,TWISTER,54.3,34.1,49.5,24,stunfisk_galarian:546;bastiodon:730;nidoqueen_shadow:638;marowak_alolan:763;pachirisu:750,smeargle:244;bronzor:369;shuckle:380;jellicent:344;shuckle_shadow:303
horsea_shadow,Horsea (Shadow),55.4,,,,,WATER_GUN,DRAGON_PULSE,BUBBLE_BEAM,53.6,44.3,43,49.7,stunfisk_galarian:761;nidoqueen_shadow:646;marowak_alolan:807;mawile_shadow:600;nidoqueen:653,bastiodon:437;shuckle_shadow:434;bronzor:296;smeargle:170;wobbuffet:259
krookodile,Krookodile,55.4,,,,,SNARL,CRUNCH,EARTHQUAKE,56.8,27.2,48.3,23,stunfisk_galarian:770;bastiodon:628;jellicent:804;bronzor:520;marowak_alolan:567,shuckle:357;wobbuffet:304;shuckle_shadow:303;nidoqueen_shadow:231;wynaut:319
paras,Paras,55.4,,,,,BUG_BITE,X_SCISSOR,SEED_BOMB,37.1,36.8,54.4,41.6,victreebel_shadow:645;wynaut:548;budew:729;gloom_shadow:652;vileplume_shadow:687,stunfisk_galarian:219;wobbuffet:419;bronzor:303;jellicent:377;smeargle:181
buizel,Buizel,55.3,,,,,WATER_GUN,AQUA_JET,SWIFT,55.9,41.9,43.6,47.4,stunfisk_galarian:772;nidoqueen_shadow:644;marowak_alolan:761;mawile_shadow:683;sandslash_alolan:527,bastiodon:493;shuckle_shadow:494;bronzor:346;smeargle:181;wobbuffet:285
raichu,Raichu,55.3,,,,,VOLT_SWITCH,WILD_CHARGE,THUNDER_PUNCH,40.6,49.1,55.6,35.4,bastiodon:561;jellicent:576;marill:546;marowak_alolan:561;seel:669,stunfisk_galarian:198;smeargle:318;bronzor:338;shuckle_shadow:202;wobbuffet:172
armaldo_shadow,Armaldo (Shadow),55.2,,,,,FURY_CUTTER,CROSS_POISON,ROCK_BLAST,33.9,39.2,64.9,30.8,nidoqueen_shadow:507;marowak_alolan:507;chikorita:646;sandslash_alolan:530;forretress:530,stunfisk_galarian:311;wobbuffet:470;jellicent:461;bronzor:276;wynaut:461
salamence,Salamence,55.2,,,,,DRAGON_TAIL,OUTRAGE,FIRE_BLAST,38.5,43.9,45.4,53.1,jellicent:679;nidoqueen_shadow:574;victreebel_shadow:731;marowak_alolan:723;budew:641,stunfisk_galarian:290;smeargle:329;bastiodon:125;wobbuffet:257;bronzor:157
alakazam_shadow,Alakazam (Shadow),55.1,,,,,COUNTER,FIRE_PUNCH,SHADOW_BALL,51.9,34.2,54.7,46.3,stunfisk_galarian:784;bronzor:509;wynaut:578;sandslash_alolan:764;sandshrew_alolan:764,bastiodon:487;smeargle:288;wobbuffet:491;shuckle:220;nidoqueen_shadow:262
chandelure,Chandelure,55.1,,,,,INCINERATE,FLAME_CHARGE,SHADOW_BALL,56.8,29.9,49.7,40.3,stunfisk_galarian:598;wobbuffet:735;bronzor:598;wynaut:735;wobbuffet_shadow:735,smeargle:207;nidoqueen_shadow:481;bastiodon:150;jellicent:205;cottonee:427
lanturn,Lanturn,55.1,,,,,SPARK,THUNDERBOLT,HYDRO_PUMP,38.7,35.1,54.2,37.1,bastiodon:606;marill:579;marowak_alolan:513;seel:654;mawile_shadow:570,stunfisk_galarian:137;bronzor:338;shuckle:404;shuckle_shadow:321;jellicent:333
cradily,Cradily,55,,,,,BULLET_SEED,STONE_EDGE,GRASS_KNOT,38.3,33.9,58.4,22.2,bastiodon:512;marill:530;seel:697;mawile_shadow:537;wooper_shadow:654,stunfisk_galarian:479;shuckle_shadow:238;jellicent:255;wobbuffet:214;shuckle:214
lumineon,Lumineon,55,,,,,WATER_GUN,BLIZZARD,WATER_PULSE,57,45.6,39,47.9,stunfisk_galarian:837;nidoqueen_shadow:688;marowak_alolan:785;sandslash_alolan:759;mawile_shadow:688,bastiodon:493;bronzor:288;smeargle:174;jellicent:283;wobbuffet:231
roggenrola,Roggenrola,55,,,,,SMACK_DOWN,STONE_EDGE,ROCK_BLAST,36.7,42.7,47.3,51.8,marowak_alolan:845;skorupi_shadow:886;togekiss:553;skorupi:571;golbat:851,bastiodon:287;stunfisk_galarian:147;smeargle:240;shuckle_shadow:357;jellicent:388
typhlosion,Typhlosion,55,,,,,INCINERATE,BLAST_BURN,SOLAR_BEAM,53.1,31.8,48.3,37.6,stunfisk_galarian:694;bronzor:694;victreebel_shadow:582;cottonee:522;budew:514,smeargle:207;wobbuffet:359;bastiodon:137;nidoqueen_shadow:425;shuckle:232
combee,Combee,54.9,,,,,BUG_BITE,BUG_BUZZ,,41.1,37.1,55.4,47,wobbuffet:656;wynaut:770;victreebel_shadow:744;wobbuffet_shadow:645;budew:666,stunfisk_galarian:219;bronzor:303;smeargle:192;bastiodon:125;jellicent:244
emolga,Emolga,54.9,,,,,THUNDER_SHOCK,DISCHARGE,AERIAL_ACE,33.8,44.4,58.2,25,jellicent:746;marowak_alolan:598;budew:612;seel:711;vileplume:535,stunfisk_galarian:198;smeargle:307;wobbuffet:325;bronzor:219;bastiodon:106
raikou_shadow,Raikou (Shadow),54.9,,,,,THUNDER_SHOCK,WILD_CHARGE,SHADOW_BALL,34.1,28.6,65.9,24.8,jellicent:656;marill:716;sandslash_alolan:597;seel:537;forretress:529,bastiodon:450;bronzor:392;stunfisk_galarian:117;wobbuffet:380;shuckle_shadow:220
sandshrew,Sandshrew,54.9,,,,,MUD_SHOT,ROCK_SLIDE,SAND_TOMB,50.1,44.7,44.8,31.1,bastiodon:708;nidoqueen_shadow:702;marowak_alolan:683;pachirisu:721;skorupi_shadow:544,stunfisk_galarian:454;bronzor:403;shuckle_shadow:333;smeargle:166;shuckle:321
baltoy,Baltoy,54.8,,,,,CONFUSION,PSYBEAM,GYRO_BALL,45.5,38.2,55,48.7,nidoqueen_shadow:838;victreebel_shadow:566;pachirisu:755;skorupi:744;granbull_shadow:566,bastiodon:412;stunfisk_galarian:250;shuckle_shadow:464;shuckle:351;smeargle:170
geodude,Geodude,54.8,,,,,ROCK_THROW,ROCK_SLIDE,DIG,43.1,42,44.8,54.9,shuckle:615;shuckle_shadow:543;marowak_alolan:855;pachirisu:666;skorupi_shadow:934,bastiodon:375;stunfisk_galarian:188;jellicent:416;bronzor:288;smeargle:177
kingler,Kingler,54.8,,,,,MUD_SHOT,CRABHAMMER,X_SCISSOR,42.6,35.6,57.5,21.5,stunfisk_galarian:712;sandslash_alolan:712;mawile_shadow:509;skarmory:537;melmetal:620,bastiodon:212;jellicent:400;shuckle:404;wobbuffet:304;bronzor:253
diglett,Diglett,54.7,,,,,MUD_SHOT,MUD_BOMB,RETURN,57.1,28.2,47.1,26.6,stunfisk_galarian:754;bastiodon:692;nidoqueen_shadow:578;marowak_alolan:622;pachirisu:850,jellicent:411;bronzor:315;wobbuffet:287;shuckle_shadow:261;shuckle:238
patrat,Patrat,54.7,,,,,BITE,HYPER_FANG,GRASS_KNOT,49.4,45.9,45.1,49.6,jellicent:913;nidoqueen_shadow:575;marowak_alolan:779;skorupi_shadow:543;forretress:607,stunfisk_galarian:433;bastiodon:443;smeargle:266;bronzor:384;wobbuffet:265
tympole,Tympole,54.7,,,,,MUD_SHOT,MUD_BOMB,SLUDGE_WAVE,47.3,54.2,41.4,30.5,bastiodon:661;nidoqueen_shadow:598;marill:520;marowak_alolan:838;sandslash_alolan:854,stunfisk_galarian:459;bronzor:350;smeargle:192;jellicent:277;shuckle_shadow:214
banette,Banette,54.6,,,,,SHADOW_CLAW,SHADOW_BALL,THUNDER,47.1,36.6,56.6,41.2,wobbuffet:780;bronzor:515;jellicent:515;wynaut:780;nidoqueen_shadow:507,stunfisk_galarian:311;bastiodon:212;shuckle_shadow:321;shuckle:297;victreebel_shadow:304
claydol,Claydol,54.6,,,,,CONFUSION,EARTH_POWER,SHADOW_BALL,50.2,37,54.5,47.6,bastiodon:731;nidoqueen_shadow:840;pachirisu:753;skorupi_shadow:876;skorupi:695,stunfisk_galarian:255;bronzor:334;smeargle:188;shuckle_shadow:327;jellicent:350
corsola,Corsola,54.6,,,,,BUBBLE,ROCK_BLAST,BUBBLE_BEAM,46.8,45.5,43.4,39.6,nidoqueen_shadow:698;marowak_alolan:698;skorupi_shadow:743;skorupi:673;mawile_shadow:762,stunfisk_galarian:469;bastiodon:481;smeargle:259;shuckle:422;shuckle_shadow:351
gallade,Gallade,54.6,,,,,CONFUSION,CLOSE_COMBAT,LEAF_BLADE,45.4,43.8,53.8,43.2,bastiodon:567;nidoqueen_shadow:694;pachirisu:584;skorupi_shadow:838;skorupi:788,stunfisk_galarian:234;shuckle_shadow:375;jellicent:383;smeargle:181;bronzor:261
pineco_shadow,Pineco (Shadow),54.6,,,,,BUG_BITE,SAND_TOMB,GYRO_BALL,42.4,47.2,48.6,47.4,wynaut:590;victreebel_shadow:560;budew:572;gloom_shadow:578;vileplume_shadow:620,stunfisk_galarian:357;bastiodon:268;bronzor:376;wobbuffet:395;smeargle:181
sentret,Sentret,54.6,,,,,QUICK_ATTACK,GRASS_KNOT,BRICK_BREAK,48.5,57.1,44.8,33.7,bastiodon:525;jellicent:752;seel:561;sandshrew_alolan:556;vulpix_alolan:520,stunfisk_galarian:474;smeargle:303;wobbuffet:240;shuckle:255;nidoqueen_shadow:318
snubbull,Snubbull,54.6,,,,,BITE,CRUNCH,BRICK_BREAK,43.6,48.4,46.7,50.3,jellicent:821;marowak_alolan:735;forretress:718;skarmory:632;melmetal:821,stunfisk_galarian:326;bastiodon:356;smeargle:259;bronzor:373;wobbuffet:363
tentacruel,Tentacruel,54.6,,,,,POISON_JAB,ACID_SPRAY,HYDRO_PUMP,38.9,48.7,49.7,48.9,cottonee:763;marill:723;wigglytuff:723;spritzee:684;whimsicott:815,stunfisk_galarian:168;smeargle:207;wobbuffet:268;bastiodon:118;jellicent:277
wartortle_shadow,Wartortle (Shadow),54.6,,,,,WATER_GUN,ICE_BEAM,HYDRO_PUMP,49.1,47.1,43.7,52,bastiodon:589;nidoqueen_shadow:724;marowak_alolan:833;sandslash_alolan:762;mawile_shadow:743,stunfisk_galarian:454;smeargle:259;shuckle_shadow:321;shuckle:303;bronzor:234
articuno,Articuno,54.5,,,,,ICE_SHARD,ICY_WIND,HURRICANE,36.9,42.5,48.2,43.7,nidoqueen_shadow:635;victreebel_shadow:700;budew:657;chikorita:657;gloom_shadow:614,stunfisk_galarian:255;wobbuffet:346;smeargle:181;bronzor:234;bastiodon:93
darumaka_galarian,Darumaka (Galarian),54.5,,,,,ICE_FANG,ICE_PUNCH,ICE_BEAM,39.5,43.3,49.7,52.8,nidoqueen_shadow:713;victreebel_shadow:550;chikorita:741;whimsicott:573;gloom_shadow:528,stunfisk_galarian:362;bastiodon:156;smeargle:181;jellicent:338;bronzor:250
delphox,Delphox,54.5,,,,,FIRE_SPIN,FLAME_CHARGE,PSYCHIC,54.5,33.4,50,40.3,stunfisk_galarian:669;bronzor:709;victreebel_shadow:612;budew:556;gloom_shadow:604,smeargle:218;wobbuffet:361;bastiodon:131;wynaut:461;nidoqueen_shadow:318
