speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore,topMatchups,topCounters
cradily,Cradily,98.9,105.2,140.3,144,2126,ACID,ROCK_TOMB,GRASS_KNOT,100,100,97.8,91,qwilfish_shadow:715;zapdos_shadow:711;toxtricity:625;kingdra_shadow:607;kingdra:600,empoleon_shadow:102;dewott_shadow:208;golisopod:226;palkia_shadow:305;blaziken_shadow:306
electivire_shadow,Electivire (Shadow),81.6,143.3,100.8,108,1562,THUNDER_SHOCK,ICE_PUNCH,WILD_CHARGE,86.9,81.6,89.1,22,emolga:870;zapdos_shadow:828;victreebel_mega:662;charizard_mega_x:625;kingdra_shadow:578,roserade:128;abomasnow_shadow:129;togedemaru:154;toxtricity:156;ninetales_shadow:162
magneton,Magneton,81.6,143.4,114.6,95,1563,VOLT_SWITCH,MAGNET_BOMB,DISCHARGE,81,67.9,75.1,61.4,emolga:694;zapdos_shadow:689;kingdra_shadow:642;victreebel_mega:626;cradily:610,turtonator:128;ampharos_mega:149;roserade:190;ninetales:194;ninetales_shadow:226
slowbro,Slowbro,81.6,113.4,120.9,144,1975,CONFUSION,DRAIN_PUNCH,ICE_BEAM,82.8,68.4,70.8,72.3,blaziken_shadow:913;qwilfish_shadow:750;toxtricity:697;kingdra:652;charizard_mega_x:628,morpeko_full_belly:105;samurott_hisuian:117;togedemaru:154;bellossom_shadow:207;dewott_shadow:250
blacephalon,Blacephalon,81.5,173.6,88.4,84,1290,INCINERATE,MIND_BLOWN,SHADOW_BALL,67,46,91.9,48.5,jumpluff:863;victreebel_mega:845;togedemaru:845;cradily:726;toxtricity:666,kingdra:118;turtonator:128;kingdra_shadow:131;ninetales_shadow:182;dewott_shadow:219
poliwrath_shadow,Poliwrath (Shadow),81.5,115.8,122,137,1936,MUD_SHOT,ICY_WIND,DYNAMIC_PUNCH,75.4,83.4,79.6,51.6,dewott_shadow:740;samurott_hisuian:708;qwilfish_shadow:693;kingdra_shadow:602;ninetales_shadow:569,rillaboom:73;abomasnow_shadow:73;bellossom_shadow:74;zapdos_shadow:84;victreebel_mega:130
magmortar_shadow,Magmortar (Shadow),81.4,140.8,104.5,108,1589,KARATE_CHOP,FIRE_PUNCH,THUNDERBOLT,81.9,80.4,73.6,29.6,samurott_hisuian:828;zapdos_shadow:745;togedemaru:722;victreebel_mega:625;ninetales_shadow:592,pelipper:121;qwilfish_shadow:134;qwilfish:134;emolga:148;toxtricity:156
pawmot,Pawmot,81.4,145,95.4,112,1552,THUNDER_SHOCK,BRICK_BREAK,WILD_CHARGE,83.3,63.9,80,41.9,togedemaru:821;emolga:714;charizard_mega_x:638;samurott_hisuian:593;dewott_shadow:540,toxtricity:135;jumpluff_shadow:140;victreebel_mega:149;kingdra:173;ninetales_shadow:202
appletun,Appletun,81.3,116.5,102.5,161,1924,ASTONISH,ENERGY_BALL,OUTRAGE,75.5,50.6,82.4,67.7,ampharos_mega:726;togedemaru:720;raikou_shadow:661;ludicolo:630;charjabug:605,samurott_hisuian:140;gyarados_mega:149;jumpluff:160;kingdra_shadow:233;toxtricity:258
fletchinder_shadow,Fletchinder (Shadow),81.2,123.3,102.6,143,1811,PECK,FLY,HEAT_WAVE,72.1,47.3,76.3,63.5,jumpluff:912;blaziken_shadow:898;turtonator:814;victreebel_mega:716;ninetales_shadow:678,togedemaru:116;emolga:148;toxtricity:216;zapdos_shadow:245;cramorant:261
whimsicott,Whimsicott,81.2,118.7,135,118,1892,FAIRY_WIND,SEED_BOMB,MOONBLAST,79,55.3,79.9,80.5,charizard_mega_x:911;samurott_hisuian:843;kingdra:775;kingdra_shadow:750;togedemaru:733,ninetales_shadow:99;roserade:128;victreebel_mega:130;zapdos_shadow:205;toxtricity:258
dedenne,Dedenne,81.1,124.3,109,133,1804,THUNDER_SHOCK,DISCHARGE,PLAY_ROUGH,79.7,61.9,82,56.7,dewott_shadow:860;samurott_hisuian:860;kingdra:672;emolga:635;zapdos_shadow:601,lileep:82;cradily:93;rillaboom:104;abomasnow_shadow:108;toxtricity:262
lurantis,Lurantis,81.1,126.2,117.8,119,1770,LEAFAGE,LEAF_BLADE,SUPER_POWER,77.9,54.7,77.6,67.9,togedemaru:781;kingdra_shadow:768;morpeko_full_belly:752;qwilfish_shadow:731;dewott_shadow:693,roserade:128;ninetales_shadow:130;jumpluff:133;zapdos_shadow:205;toxtricity:347
seismitoad,Seismitoad,81.1,120.3,100.8,154,1869,MUD_SHOT,EARTH_POWER,ICY_WIND,80.4,79.2,77.7,60.1,togedemaru:847;charizard_mega_x:743;toxtricity:730;zapdos_shadow:659;qwilfish_shadow:642,rillaboom:73;abomasnow_shadow:73;bellossom_shadow:74;victreebel_mega:130;ninetales_shadow:146
barraskewda,Barraskewda,81,159.6,85.2,103,1403,PECK,AQUA_JET,CLOSE_COMBAT,74.8,58.6,84.2,30,blaziken_shadow:839;turtonator:742;cradily:728;lileep:728;charizard_mega_x:606,togedemaru:116;emolga:148;toxtricity:194;kingdra:194;kingdra_shadow:233
charizard_shadow,Charizard (Shadow),81,132.7,108.8,117,1691,EMBER,BLAST_BURN,AIR_CUTTER,79.6,68.5,76.1,50.2,jumpluff:910;roserade:803;rillaboom:764;bellossom_shadow:764;victreebel_mega:653,qwilfish:101;cramorant:123;qwilfish_shadow:134;palkia_shadow:140;toxtricity:233
fletchinder,Fletchinder,81,123.3,102.6,143,1811,PECK,FLY,HEAT_WAVE,72,44.9,77.7,70.3,jumpluff:825;ninetales_shadow:741;victreebel_mega:720;blaziken_shadow:709;samurott_hisuian:632,togedemaru:116;emolga:148;toxtricity:173;zapdos_shadow:205;kingdra_shadow:258
magcargo,Magcargo,81,110.9,156.3,117,2029,EMBER,ROCK_TOMB,OVERHEAT,77.1,42.1,79.1,73,toxtricity:841;zapdos_shadow:709;victreebel_mega:683;charizard_mega_x:641;ninetales_shadow:615,kingdra_shadow:88;kingdra:88;palkia_shadow:95;gyarados_mega:100;dewott_shadow:116
pumpkaboo_small,Pumpkaboo (Small),81,115.1,116.8,119,1600,ASTONISH,GRASS_KNOT,FOUL_PLAY,75.2,55,75.6,65,togedemaru:794;bruxish:743;rillaboom:575;kingdra_shadow:512;kingdra:504,samurott_hisuian:162;gyarados_mega:177;abomasnow:178;ninetales_shadow:202;toxtricity:309
shiftry_shadow,Shiftry (Shadow),81,133.4,88,143,1680,SNARL,LEAF_BLADE,FOUL_PLAY,75.5,48.8,80.9,46.1,gyarados_mega:744;kingdra_shadow:681;charizard_mega_x:681;gyarados_shadow:681;togedemaru:604,ninetales_shadow:123;blaziken_shadow:130;toxtricity:152;qwilfish_shadow:166;zapdos_shadow:183
greninja_mega,Greninja (Mega),80.9,154.1,97.1,97,1453,WATER_SHURIKEN,HYDRO_CANNON,BRUTAL_SWING,79.4,65.8,79.7,38.1,ninetales_shadow:886;toxtricity:742;charizard_mega_x:706;cradily:685;zapdos_shadow:670,ampharos_mega:100;charjabug_shadow:115;jumpluff:202;kingdra:288;kingdra_shadow:334
lampent,Lampent,80.8,132.5,99,129,1692,EMBER,HEAT_WAVE,ENERGY_BALL,74.6,73,81.2,49.7,jumpluff_shadow:918;victreebel_mega:802;abomasnow:720;rillaboom:693;bellossom_shadow:670,palkia_shadow:95;qwilfish_shadow:101;charizard_mega_x:107;dewott_shadow:126;toxtricity:216
magmar_shadow,Magmar (Shadow),80.8,135.1,107.6,114,1659,EMBER,FIRE_PUNCH,SCORCHING_SANDS,81,75.1,77.1,38.8,roserade:798;turtonator:767;togedemaru:741;ninetales_shadow:679;victreebel_mega:644,kingdra_shadow:80;kingdra:80;qwilfish:101;qwilfish_shadow:134;toxtricity:233
torkoal,Torkoal,80.8,107.5,151.3,128,2084,EMBER,FLAME_WHEEL,OVERHEAT,77.1,54.4,81.4,79.3,jumpluff:902;togedemaru:847;victreebel_mega:800;roserade:800;zapdos_shadow:621,kingdra_shadow:88;palkia_shadow:95;gyarados_shadow:115;kingdra:203;cramorant:218
electivire,Electivire,80.7,143.3,100.8,108,1562,THUNDER_SHOCK,ICE_PUNCH,WILD_CHARGE,84.1,76.6,85.3,29.6,emolga:870;zapdos_shadow:828;victreebel_mega:703;palkia_shadow:680;cramorant:537,ninetales_shadow:146;morpeko_full_belly:169;togedemaru:250;cradily:267;toxtricity:364
gastrodon,Gastrodon,80.6,113.2,103.4,168,1967,MUD_SLAP,BODY_SLAM,EARTH_POWER,79.4,47,75.8,69.6,toxtricity:925;charizard_mega_x:758;qwilfish_shadow:720;kingdra:636;zapdos_shadow:604,jumpluff:42;jumpluff_shadow:42;bellossom_shadow:121;abomasnow:129;cradily:184
toedscruel,Toedscruel,80.6,108.9,143.5,131,2047,MUD_SLAP,SEED_BOMB,EARTH_POWER,79,53,79.9,67.2,toxtricity:881;togedemaru:801;kingdra:606;cradily:591;zapdos_shadow:561,jumpluff_shadow:101;pelipper:108;abomasnow:108;abomasnow_shadow:125;emolga:172
kilowattrel,Kilowattrel,80.5,143.2,92.5,118,1563,THUNDER_SHOCK,ACROBATICS,AERIAL_ACE,78.6,70.8,80.7,35.4,araquanid:792;cramorant:750;samurott_hisuian:686;jumpluff:682;victreebel_mega:618,toxtricity:118;morpeko_full_belly:118;kingdra:156;kingdra_shadow:194;togedemaru:216
quilladin,Quilladin,80.5,114.9,130.2,130,1947,LOW_KICK,ENERGY_BALL,BODY_SLAM,77.7,67.3,79.7,66.7,morpeko_full_belly:780;togedemaru:711;ampharos_mega:688;kingdra_shadow:596;palkia_shadow:569,victreebel_mega:144;ninetales_shadow:162;zapdos_shadow:165;qwilfish_shadow:166;toxtricity:343
magnezone,Magnezone,80.4,134.3,121.1,102,1661,VOLT_SWITCH,WILD_CHARGE,MIRROR_SHOT,82.5,71.5,79.1,70.3,charizard_mega_x:799;toxtricity:715;kingdra:696;kingdra_shadow:676;cradily:617,stunfisk:107;quagsire_shadow:127;turtonator:137;ninetales:178;ninetales_shadow:210
thundurus_incarnate_shadow,Thundurus (Incarnate) (Shadow),80.4,148.1,95.5,107,1514,THUNDER_SHOCK,THUNDER_PUNCH,BRICK_BREAK,82.5,73.8,75.1,39.3,dewott_shadow:742;emolga:742;zapdos_shadow:700;kingdra:658;kingdra_shadow:574,abomasnow_shadow:108;morpeko_full_belly:152;ninetales_shadow:186;roserade:329;toxtricity:334
grovyle,Grovyle,80.3,136.3,103.2,117,1647,QUICK_ATTACK,LEAF_BLADE,AERIAL_ACE,78.8,63.3,76.3,51.9,gyarados_mega:764;gyarados_shadow:764;morpeko_full_belly:709;dewott_shadow:611;samurott_hisuian:611,abomasnow:129;ninetales_shadow:130;ninetales:130;cradily:236;toxtricity:398
magnemite,Magnemite,80.3,147.8,113.6,90,1512,VOLT_SWITCH,MAGNET_BOMB,DISCHARGE,80.4,62.7,72.6,56.3,emolga:672;zapdos_shadow:666;kingdra_shadow:622;victreebel_mega:605;cradily:588,turtonator:128;morpeko_full_belly:190;roserade:190;ninetales:194;ninetales_shadow:242
quilladin_shadow,Quilladin (Shadow),80.3,114.9,130.2,130,1947,LOW_KICK,ENERGY_BALL,BODY_SLAM,74.9,71.7,79.1,57.7,togedemaru:792;flapple:765;morpeko_full_belly:742;ampharos_mega:619;kingdra:596,roserade:128;ninetales_shadow:162;zapdos_shadow:165;qwilfish_shadow:166;kingdra_shadow:258
kabutops,Kabutops,80.2,135.4,119.7,102,1655,FURY_CUTTER,AQUA_JET,STONE_EDGE,73.4,75,72.6,41.7,cradily:818;araquanid:720;turtonator:710;charizard_mega_x:700;abomasnow_shadow:647,ninetales_shadow:146;emolga:148;zapdos_shadow:165;qwilfish_shadow:166;toxtricity:173
typhlosion,Typhlosion,80.2,132.7,108.8,117,1691,INCINERATE,BLAST_BURN,THUNDER_PUNCH,77.7,73.5,76.8,60.9,abomasnow:893;jumpluff:743;victreebel_mega:700;cramorant:662;samurott_hisuian:628,kingdra_shadow:105;palkia_shadow:140;charizard_mega_x:168;qwilfish_shadow:186;toxtricity:283
magmortar,Magmortar,80.1,140.8,104.5,108,1589,KARATE_CHOP,FIRE_PUNCH,THUNDERBOLT,78,76,69.5,39.8,zapdos_shadow:787;roserade:787;togedemaru:773;ninetales_shadow:675;victreebel_mega:675,qwilfish:101;pelipper:121;zapdos:121;qwilfish_shadow:134;toxtricity:411
raichu_mega_y,Raichu (Mega Y),80.1,174.4,85.4,86,1282,THUNDER_SHOCK,BRICK_BREAK,TRAILBLAZE,77.6,73.9,83.2,26.9,jumpluff_shadow:761;gyarados_shadow:662;togedemaru:656;cramorant:656;emolga:645,roserade:128;toxtricity:156;ninetales_shadow:162;victreebel_mega:172;kingdra:194
dewgong_shadow,Dewgong (Shadow),80,101.9,136.9,157,2192,ICE_SHARD,ICY_WIND,DRILL_RUN,74.8,57.5,75,54.1,palkia_shadow:691;kingdra_shadow:630;qwilfish_shadow:598;zapdos_shadow:570;cradily:554,togedemaru:129;blaziken_shadow:172;ninetales_shadow:182;morpeko_full_belly:194;toxtricity:258
kabutops_shadow,Kabutops (Shadow),80,135.4,119.7,102,1655,FURY_CUTTER,AQUA_JET,STONE_EDGE,73.7,66.1,72.5,36.1,lileep:833;cradily:818;araquanid:681;turtonator:656;abomasnow:647,ninetales_shadow:146;emolga:148;blaziken_shadow:155;kingdra_shadow:233;toxtricity:258
meowscarada,Meowscarada,79.9,140.3,99.1,115,1600,LEAFAGE,NIGHT_SLASH,FRENZY_PLANT,77.2,55.7,76.4,59.2,raikou_shadow:839;gyarados_mega:760;palkia_shadow:700;gyarados_shadow:682;kingdra:556,roserade:128;ninetales_shadow:130;ninetales:130;toxtricity:194;zapdos_shadow:205
marshtomp_shadow,Marshtomp (Shadow),79.8,120.4,111.4,139,1865,MUD_SHOT,SURF,SLUDGE,78.8,74.1,78.1,45.8,toxtricity:834;togedemaru:820;charizard_mega_x:737;morpeko_full_belly:737;qwilfish:647,gyarados_shadow:78;rillaboom:89;dewott_shadow:157;victreebel_mega:172;ninetales_shadow:182
politoed,Politoed,79.8,114,124.2,139,1970,MUD_SHOT,WEATHER_BALL_WATER,ICE_BEAM,77.9,69.4,75.4,58.4,blaziken_shadow:910;charizard_mega_x:780;palkia_shadow:708;turtonator:625;qwilfish_shadow:553,chesnaught_mega:51;gogoat:57;bellossom_shadow:74;rillaboom:166;cradily:298
servine_shadow,Servine (Shadow),79.8,105.8,140.3,142,2110,VINE_WHIP,GRASS_KNOT,WRAP,76.2,58.9,76.6,75.2,morpeko_full_belly:760;ampharos_mega:683;palkia_shadow:658;kingdra:619;kingdra_shadow:595,zapdos_shadow:178;blaziken_shadow:180;toxtricity:190;qwilfish_shadow:247;ninetales_shadow:341
slowbro_shadow,Slowbro (Shadow),79.8,113.4,120.9,144,1975,CONFUSION,DRAIN_PUNCH,ICE_BEAM,80.2,66.6,65.6,68.2,blaziken_shadow:895;qwilfish_shadow:892;victreebel_mega:826;toxtricity:642;kingdra_shadow:559,morpeko_full_belly:122;samurott_hisuian:136;gyarados_mega:149;togedemaru:170;emolga:260
graveler_alolan,Graveler (Alolan),79.7,121.4,130.9,116,1845,VOLT_SWITCH,STONE_EDGE,ROCK_BLAST,81,72.6,67.9,54.3,emolga:801;charizard_mega_x:737;togedemaru:702;zapdos_shadow:698;toxtricity:560,bellossom_shadow:128;victreebel_mega:172;ninetales_shadow:194;kingdra:237;kingdra_shadow:279
raichu,Raichu,79.7,133.5,110.6,114,1685,VOLT_SWITCH,VOLT_TACKLE,TRAILBLAZE,77.2,60,78.6,51.4,togedemaru:785;emolga:714;morpeko_full_belly:675;cramorant:653;zapdos_shadow:622,flapple:132;victreebel_mega:186;toxtricity:233;kingdra_shadow:241;rillaboom:259
oddish_shadow,Oddish (Shadow),79.5,122.6,106.7,120,1571,ACID,SEED_BOMB,MOONBLAST,73.2,61.2,75.8,55.3,rillaboom:745;jumpluff_shadow:725;ludicolo:720;bellossom:604;bellossom_shadow:591,togedemaru:116;toxtricity:194;qwilfish_shadow:207;ninetales_shadow:226;kingdra_shadow:271
charizard,Charizard,79.4,132.7,108.8,117,1691,EMBER,BLAST_BURN,AIR_CUTTER,76.8,66.4,74.5,61.4,jumpluff:910;rillaboom:764;victreebel_mega:700;roserade:688;blaziken_shadow:658,palkia_shadow:95;qwilfish_shadow:101;cramorant:123;emolga:148;zapdos_shadow:205
lanturn,Lanturn,79.4,104.8,105.5,194,2145,WATER_GUN,SURF,THUNDERBOLT,71.5,49.3,83.8,64.8,pelipper:711;cramorant:605;zapdos:590;emolga:585;zapdos_shadow:538,jumpluff:104;kingdra_shadow:122;victreebel_mega:191;kingdra:237;toxtricity:334
togedemaru,Togedemaru,79.4,132.2,107.2,120,1702,THUNDER_SHOCK,FELL_STINGER,WILD_CHARGE,87.2,56.3,83.5,71.3,kingdra_shadow:845;zapdos_shadow:845;toxtricity:745;qwilfish_shadow:666;kingdra:570,turtonator:92;quagsire_shadow:96;stunfisk:119;ninetales:130;ninetales_shadow:142
wormadam_plant,Wormadam (Plant),79.4,110,144.8,128,2040,SUCKER_PUNCH,ENERGY_BALL,BUG_BUZZ,74.4,46,79.9,75.2,togedemaru:691;morpeko_full_belly:687;kingdra:679;rillaboom:644;kingdra_shadow:558,jumpluff:160;blaziken_shadow:172;ninetales_shadow:194;cradily:208;toxtricity:258
magnezone_shadow,Magnezone (Shadow),79.3,134.3,121.1,102,1661,VOLT_SWITCH,WILD_CHARGE,MIRROR_SHOT,83.2,70.6,76.6,62.6,qwilfish_shadow:926;charizard_mega_x:700;kingdra:676;cradily:583;kingdra_shadow:553,ampharos_mega:173;togedemaru:187;morpeko_full_belly:207;roserade:211;ninetales_shadow:257
meganium,Meganium,79.3,110.8,139,131,2018,VINE_WHIP,FRENZY_PLANT,EARTHQUAKE,69.3,42.1,81.7,62.8,palkia_shadow:721;morpeko_full_belly:694;togedemaru:690;kingdra_shadow:587;kingdra:576,victreebel_mega:98;charizard_mega_x:117;toxtricity:131;emolga:136;zapdos_shadow:165
milotic,Milotic,79.3,113.1,133.8,131,1985,WATERFALL,AQUA_TAIL,WRAP,76.5,59.3,67.2,67.7,blaziken_shadow:904;charizard_mega_x:755;turtonator:671;samurott_hisuian:648;ninetales_shadow:591,abomasnow_shadow:150;victreebel_mega:172;roserade:190;cradily:281;toxtricity:283
shiftry,Shiftry,79.3,133.4,88,143,1680,SNARL,LEAF_BLADE,FOUL_PLAY,74,58.4,75.6,58.7,quagsire_shadow:912;bruxish:884;ampharos_mega:744;gyarados_mega:664;rillaboom:559,ninetales:83;ninetales_shadow:103;blaziken_shadow:109;toxtricity:131;zapdos_shadow:160
ferrothorn,Ferrothorn,79.2,107.1,152.7,128,2094,BULLET_SEED,POWER_WHIP,THUNDER,70.2,29.3,75.9,82.5,palkia_shadow:808;togedemaru:667;dewott_shadow:652;qwilfish_shadow:617;toxtricity:523,turtonator:57;ninetales_shadow:63;charizard_mega_x:76;blaziken_shadow:88;zapdos_shadow:111
magby,Magby,79.2,139.4,95.7,120,1603,KARATE_CHOP,FIRE_PUNCH,BRICK_BREAK,81,66,66.7,55.8,samurott_hisuian:845;roserade:808;zapdos_shadow:770;togedemaru:754;victreebel_mega:700,cramorant:214;qwilfish:219;pelipper:221;blaziken_shadow:264;qwilfish_shadow:276
galvantula_shadow,Galvantula (Shadow),79.1,138.2,96.4,122,1627,VOLT_SWITCH,DISCHARGE,LUNGE,76.3,66.4,78.1,44.9,pelipper:807;qwilfish_shadow:790;cramorant:750;palkia_shadow:668;samurott_hisuian:590,abomasnow_shadow:185;toxtricity:207;morpeko_full_belly:207;ninetales_shadow:273;kingdra_shadow:292
graveler_alolan_shadow,Graveler (Alolan) (Shadow),79.1,122.6,129.8,115,1831,VOLT_SWITCH,STONE_EDGE,ROCK_BLAST,79.6,77.5,63.3,48.3,togedemaru:782;emolga:726;zapdos_shadow:660;charizard_mega_x:647;toxtricity:508,abomasnow_shadow:157;rillaboom:158;bellossom_shadow:160;victreebel_mega:191;ninetales_shadow:242
milotic_shadow,Milotic (Shadow),78.9,113.1,133.8,131,1985,WATERFALL,AQUA_TAIL,WRAP,75.4,53.3,63.1,57,blaziken_mega:927;blaziken_shadow:904;blaziken:904;charizard_mega_x:755;ninetales:591,jumpluff_shadow:120;bellossom_shadow:140;abomasnow:150;kingdra_shadow:161;toxtricity:334
quagsire,Quagsire,78.9,111.2,112.6,161,2018,MUD_SHOT,AQUA_TAIL,STONE_EDGE,76.5,52.1,75.9,68.2,blaziken_shadow:922;emolga:903;toxtricity:745;zapdos_shadow:661;qwilfish_shadow:649,jumpluff:35;jumpluff_shadow:35;leavanny:41;abomasnow:73;kingdra_shadow:207
marshtomp,Marshtomp,78.8,119.8,111.5,140,1871,MUD_SHOT,SURF,SLUDGE,77.7,72.9,75.1,56,togedemaru:832;charizard_mega_x:782;toxtricity:703;qwilfish_shadow:650;zapdos_shadow:607,leavanny:41;rillaboom:73;victreebel_mega:130;ninetales_shadow:146;cradily:225
oddish,Oddish,78.8,122.6,106.7,120,1571,ACID,SEED_BOMB,MOONBLAST,74.1,63,75.3,60.1,raikou_shadow:870;flapple:662;bellossom_shadow:604;morpeko_full_belly:600;kingdra:537,turtonator:181;ninetales_shadow:194;qwilfish_shadow:207;kingdra_shadow:233;toxtricity:317
blastoise_shadow,Blastoise (Shadow),78.7,112.1,137.7,130,2008,BITE,HYDRO_CANNON,SKULL_BASH,69.2,69.7,75.3,43.9,charizard_mega_x:765;ninetales:600;blaziken:588;turtonator:565;ninetales_shadow:507,emolga:148;togedemaru:154;qwilfish_shadow:158;victreebel_mega:172;toxtricity:173
slowbro_mega,Slowbro (Mega),78.7,117.5,138.8,117,1909,CONFUSION,DRAIN_PUNCH,ICE_BEAM,79.7,64,66.9,66,blaziken_shadow:905;qwilfish_shadow:743;toxtricity:683;turtonator:662;ninetales_shadow:602,morpeko_full_belly:105;samurott_hisuian:117;togedemaru:154;dewott_shadow:250;zapdos_shadow:325
celebi,Celebi,78.6,120.4,119.3,129,1855,CONFUSION,AURA_SPHERE,LEAF_STORM,76.8,54.2,79.7,64.8,blaziken_shadow:779;togedemaru:717;toxtricity:682;kingdra:585;kingdra_shadow:558,samurott_hisuian:109;gyarados_mega:125;abomasnow:199;turtonator:225;ninetales_shadow:226
decidueye,Decidueye,78.6,127.8,115.2,119,1754,LEAFAGE,FRENZY_PLANT,SPIRIT_SHACKLE,75.1,68.5,79.9,65.7,raikou_shadow:869;morpeko_full_belly:731;kingdra:668;rillaboom:579;kingdra_shadow:546,ninetales_shadow:130;victreebel_mega:144;charizard_mega_x:158;toxtricity:173;zapdos_shadow:205
swampert,Swampert,78.6,122.9,109.1,136,1826,MUD_SHOT,HYDRO_CANNON,EARTHQUAKE,77.6,56.8,72.8,58,ninetales_shadow:772;charizard_mega_x:731;toxtricity:691;qwilfish_shadow:647;zapdos_shadow:591,rillaboom:73;abomasnow_shadow:73;victreebel_mega:130;jumpluff:133;kingdra_shadow:254
braixen_shadow,Braixen (Shadow),78.4,130.5,106.9,123,1718,EMBER,PSYSHOCK,FLAME_CHARGE,78.3,70.9,70.7,45.6,abomasnow:849;roserade:813;rillaboom:752;jumpluff:731;victreebel_mega:670,qwilfish:101;cramorant:123;qwilfish_shadow:134;palkia_shadow:140;toxtricity:233
swampert_shadow,Swampert (Shadow),78.3,122.9,109.1,136,1826,MUD_SHOT,HYDRO_CANNON,EARTHQUAKE,77.9,59.2,72.3,44.9,qwilfish_shadow:863;toxtricity:830;togedemaru:819;ninetales_shadow:742;charizard_mega_x:731,abomasnow:73;gyarados_shadow:78;rillaboom:89;cramorant:91;zapdos_shadow:125
incineroar,Incineroar,78.2,125.2,109.1,131,1791,FIRE_FANG,BRUTAL_SWING,BLAST_BURN,73.4,46.7,74.3,70.3,abomasnow_shadow:904;roserade:843;victreebel_mega:770;togedemaru:763;ninetales_shadow:564,kingdra_shadow:131;kingdra:131;charizard_mega_x:158;qwilfish_shadow:199;cramorant:218
thundurus_incarnate,Thundurus (Incarnate),78.2,148.1,95.5,107,1514,THUNDER_SHOCK,THUNDER_PUNCH,BRICK_BREAK,81.6,70.5,69.5,43.6,dewott_shadow:827;samurott_hisuian:827;cramorant:747;zapdos_shadow:742;kingdra_shadow:658,blaziken_shadow:239;toxtricity:292;qwilfish_shadow:296;cradily:319;ninetales_shadow:341
frillish,Frillish,78.1,109.2,125.2,135,1846,HEX,NIGHT_SHADE,ICE_BEAM,73.2,54.8,68.7,57.5,blaziken:766;blaziken_shadow:733;palkia_shadow:685;dewott_shadow:559;kingdra_shadow:503,morpeko_full_belly:88;samurott_hisuian:94;togedemaru:129;zapdos_shadow:160;toxtricity:182
emboar_shadow,Emboar (Shadow),78,137.8,80.4,147,1631,EMBER,BLAST_BURN,ROCK_SLIDE,69.2,62.5,84.2,34.2,jumpluff_shadow:826;abomasnow_shadow:782;ninetales_shadow:670;jumpluff:666;samurott_hisuian:588,kingdra_shadow:80;kingdra:80;charizard_mega_x:107;qwilfish_shadow:134;toxtricity:233
cacturne_shadow,Cacturne (Shadow),77.9,147.2,85,121,1516,SUCKER_PUNCH,TRAILBLAZE,DARK_PULSE,77.1,54.7,64.9,63.3,zapdos_shadow:809;emolga:628;gyarados_shadow:623;palkia_shadow:599;charizard_mega_x:582,araquanid_shadow:176;samurott_hisuian:181;golisopod:208;dewott_shadow:239;cradily:319
camerupt,Camerupt,77.9,133.5,100.5,125,1678,INCINERATE,EARTH_POWER,ROCK_TOMB,73.2,47.5,68.7,58.9,togedemaru:923;turtonator:683;ninetales_shadow:564;cradily:556;toxtricity:552,kingdra_shadow:105;kingdra:122;palkia_shadow:140;charizard_mega_x:168;qwilfish_shadow:186
cacturne,Cacturne,77.8,147.2,85,121,1516,SUCKER_PUNCH,TRAILBLAZE,DARK_PULSE,72.4,53.2,69.5,60.4,bruxish:896;raichu_alolan:859;dhelmise:830;trevenant:809;palkia_shadow:644,ninetales:226;jumpluff:238;morpeko_full_belly:250;ninetales_shadow:297;kingdra:309
centiskorch,Centiskorch,77.8,128.7,99.4,136,1740,EMBER,LUNGE,HEAT_WAVE,72.7,69.4,72.5,66.5,samurott_hisuian:849;rillaboom:775;abomasnow:775;victreebel_mega:724;roserade:683,pelipper:82;palkia_shadow:95;charizard_mega_x:107;cramorant:123;toxtricity:216
charizard_mega_y,Charizard (Mega Y),77.8,151.3,105,93,1479,EMBER,BLAST_BURN,AIR_CUTTER,75.4,59.6,77.4,41.9,jumpluff:887;rillaboom:704;victreebel_mega:623;palkia_shadow:607;roserade:602,qwilfish:101;cramorant:123;qwilfish_shadow:134;emolga:184;toxtricity:194
leafeon,Leafeon,77.8,128.1,133.9,102,1750,QUICK_ATTACK,LEAF_BLADE,LAST_RESORT,72.9,58,73.3,55.8,gyarados_mega:818;qwilfish_shadow:730;gyarados_shadow:730;morpeko_full_belly:725;dewott_shadow:642,jumpluff:120;ninetales_shadow:130;turtonator:137;toxtricity:194;zapdos_shadow:205
grotle,Grotle,77.7,117.8,114.8,141,1908,BITE,BODY_SLAM,ENERGY_BALL,74.3,71.7,76.1,58.4,gyarados_mega:762;palkia_shadow:684;raikou_shadow:631;ampharos_mega:613;kingdra_shadow:578,samurott_hisuian:79;dewott_shadow:133;blaziken_shadow:138;ninetales_shadow:154;zapdos_shadow:165
quaxwell,Quaxwell,77.7,125.4,103.5,138,1792,WING_ATTACK,AQUA_JET,AERIAL_ACE,73.2,77.8,73.5,45.6,chesnaught_mega:778;ludicolo:648;blaziken:583;turtonator:547;palkia_shadow:532,togedemaru:79;emolga:112;morpeko_full_belly:118;zapdos_shadow:125;ninetales_shadow:146
