speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore,topMatchups,topCounters
corsola_galarian,Corsola (Galarian),98.6,99.3,163,139,2252,ASTONISH,NIGHT_SHADE,POWER_GEM,100,86.4,98.9,100,kingdra:629;cramorant:615;altaria:600;dragonair_shadow:597;cradily:521,furret:293;snorlax:296;aurorus:408;quagsire_shadow:493;lapras:494
corvisquire_shadow,Corvisquire (Shadow),75.1,118.1,104.7,153,1893,PECK,SKY_ATTACK,PAYBACK,67.9,46.7,79.5,43,jumpluff:735;furret:535;jellicent:532;snorlax:526;altaria:503,kingdra:258;cramorant:265;dragonair_shadow:287;cradily:375;corsola_galarian:420
grotle_shadow,Grotle (Shadow),75.1,117.8,114.8,141,1908,BITE,ENERGY_BALL,BODY_SLAM,69.4,76.8,72.7,48.6,grumpig:762;quagsire_shadow:755;stunfisk:716;jellicent:677;kingdra:578,dragonair_shadow:161;altaria:336;cradily:354;cramorant:369;corsola_galarian:388
axew_shadow,Axew (Shadow),75,138.6,96,121,1612,SCRATCH,AQUA_TAIL,DRAGON_CLAW,69.4,89.5,67.9,28.7,fearow:698;ninetales_shadow:652;grumpig:632;stunfisk:566;altaria:541,kingdra:233;dragonair_shadow:240;corsola_galarian:327;cramorant:361;cradily:385
camerupt_shadow,Camerupt (Shadow),75,133.5,100.5,125,1678,INCINERATE,EARTH_POWER,ROCK_TOMB,70.4,60.6,57.9,43.2,cradily:816;altaria:696;jumpluff:675;corsola_galarian:612;snorlax:508,kingdra:105;dragonair_shadow:204;cramorant:210;vigoroth:306;annihilape_shadow:417
machop_shadow,Machop (Shadow),75,127.7,81.5,157,1634,KARATE_CHOP,CROSS_CHOP,BRICK_BREAK,80.4,64.3,61.7,46.3,cradily:751;vigoroth:742;snorlax:710;lapras:710;dragonair_shadow:691,corsola_galarian:226;cramorant:285;annihilape_shadow:328;altaria:358;kingdra:411
thundurus_incarnate,Thundurus (Incarnate),75,148.1,95.5,107,1514,THUNDER_SHOCK,THUNDER_PUNCH,BRICK_BREAK,77.9,65.4,68.4,49.6,jellicent:831;annihilape_shadow:785;cramorant:747;lapras:742;aurorus:616,corsola_galarian:298;cradily:319;kingdra:334;altaria:344;dragonair_shadow:350
serperior_shadow,Serperior (Shadow),74.8,110.2,142.2,130,2038,VINE_WHIP,FRENZY_PLANT,LEAF_TORNADO,73.3,52.3,81.8,60.5,jellicent:861;lapras:826;quagsire_shadow:800;kingdra:611;vigoroth:561,altaria:188;dragonair_shadow:299;cramorant:353;cradily:354;corsola_galarian:464
whiscash,Whiscash,74.8,107.5,108.2,178,2074,MUD_SHOT,MUD_BOMB,SCALD,71.7,51.5,75.8,60.8,stunfisk:778;aurorus:660;snorlax:584;quagsire_shadow:581;deoxys_defense:525,cramorant:210;cradily:229;altaria:286;kingdra:305;corsola_galarian:392
beedrill_shadow,Beedrill (Shadow),74.7,127.1,106.5,130,1760,POISON_STING,X_SCISSOR,DRILL_RUN,73.2,67,72,37.4,toxapex:773;dragonair_shadow:719;grumpig:650;stunfisk:557;cresselia:523,corsola_galarian:251;altaria:307;cramorant:321;cradily:395;kingdra:415
gigalith_shadow,Gigalith (Shadow),74.7,127.2,118.4,117,1763,LOCK_ON,SUPER_POWER,METEOR_BEAM,60,55.3,79.5,30.2,vigoroth:824;aurorus:752;snorlax:739;furret:696;altaria:688,kingdra:88;cramorant:115;dragonair_shadow:145;corsola_galarian:413;cradily:444
scolipede_shadow,Scolipede (Shadow),74.7,131.7,120.3,107,1698,POISON_STING,AQUA_TAIL,X_SCISSOR,75.3,73.9,71.6,31.8,electrode_hisuian:827;dragonair_shadow:658;grumpig:574;cresselia:532;stunfisk:528,altaria:297;corsola_galarian:341;cramorant:349;cradily:406;kingdra:423
golem_alolan,Golem (Alolan),74.6,125.1,122.2,117,1791,VOLT_SWITCH,WILD_CHARGE,ROCK_BLAST,73.5,50.7,76.4,53.1,aurorus:722;vigoroth:666;cramorant:658;furret:649;altaria:508,dragonair_shadow:161;cradily:225;kingdra:402;corsola_galarian:413;annihilape_shadow:414
zebstrika_shadow,Zebstrika (Shadow),74.6,137.7,95.4,124,1630,LOW_KICK,WILD_CHARGE,DISCHARGE,70.6,56,78.6,28.4,lapras:754;araquanid:713;vigoroth:673;furret:673;grumpig:641,kingdra:233;dragonair_shadow:251;corsola_galarian:255;altaria:304;cradily:315
marshtomp,Marshtomp,74.5,119.8,111.5,140,1871,MUD_SHOT,SURF,SLUDGE,69.4,60.6,76.9,53.6,stunfisk:721;aurorus:610;charjabug:607;clodsire:603;medicham:592,altaria:184;cramorant:218;cradily:225;corsola_galarian:258;kingdra:338
purugly,Purugly,74.5,125.5,105.5,134,1775,SCRATCH,AERIAL_ACE,THUNDER,66.9,57.3,77.2,41.7,toxapex:772;feraligatr:623;corsola_galarian:593;lapras:541;walrein:533,cramorant:277;kingdra:296;altaria:297;dragonair_shadow:318;cradily:329
weezing_shadow,Weezing (Shadow),74.5,117.6,139.5,116,1905,ROLLOUT,SLUDGE_BOMB,DARK_PULSE,67.9,62.3,79.2,40.2,gourgeist_super:655;ninetales_shadow:599;jumpluff:573;charjabug:573;cresselia:521,kingdra:156;cramorant:253;corsola_galarian:381;altaria:420;cradily:475
leafeon,Leafeon,74.4,128.1,133.9,102,1750,QUICK_ATTACK,LEAF_BLADE,LAST_RESORT,67.9,56.5,72.1,52.6,quagsire_shadow:906;feraligatr:818;stunfisk:735;snorlax:514;medicham:509,cramorant:178;corsola_galarian:205;altaria:210;cradily:225;kingdra:423
sawk_shadow,Sawk (Shadow),74.4,140.3,97.3,117,1599,LOW_KICK,BRICK_BREAK,BODY_SLAM,72.9,57.9,69,36.6,furret:782;aurorus:756;cradily:739;vigoroth:653;snorlax:568,cramorant:182;corsola_galarian:244;kingdra:271;dragonair_shadow:322;altaria:347
grovyle,Grovyle,74.3,136.3,103.2,117,1647,QUICK_ATTACK,LEAF_BLADE,AERIAL_ACE,70.7,57.9,74.1,49.6,quagsire_shadow:918;feraligatr:803;stunfisk:739;dunsparce:632;marowak:542,cramorant:162;cradily:236;corsola_galarian:262;altaria:264;kingdra:457
huntail,Huntail,74.3,130.8,125.6,104,1709,BITE,AQUA_TAIL,CRUNCH,72,70.1,71.3,49.6,grumpig:706;dusknoir_shadow:677;dusclops:610;feraligatr:538;medicham:504,cradily:246;cramorant:301;altaria:344;kingdra:398;corsola_galarian:402
armaldo,Armaldo,74.2,133.9,109.1,115,1680,FURY_CUTTER,ROCK_BLAST,LIQUIDATION,73.7,67.6,71.8,38.1,deoxys_defense:804;grumpig:708;cresselia:582;ninetales_shadow:534;hypno:521,cramorant:162;corsola_galarian:327;altaria:380;cradily:413;kingdra:432
relicanth,Relicanth,74.2,105.1,133.6,152,2138,WATER_GUN,AQUA_TAIL,ANCIENT_POWER,71.4,52.9,73.4,60.5,fearow:631;aurorus:601;corsola_galarian:559;vigoroth:532;clodsire:532,cradily:267;kingdra:309;cramorant:337;dragonair_shadow:338;altaria:467
sandslash_shadow,Sandslash (Shadow),74.2,120.4,123,125,1853,SAND_ATTACK,ROCK_TOMB,NIGHT_SLASH,68.6,75.7,68.3,40.4,charjabug:668;dusknoir_shadow:660;deoxys_defense:628;hypno:620;altaria:512,cramorant:91;dragonair_shadow:216;cradily:319;kingdra:322;corsola_galarian:359
bewear_shadow,Bewear (Shadow),74.1,129.6,87.1,153,1729,LOW_KICK,SUPER_POWER,STOMP,75.8,60.3,79,46.3,cradily:800;vigoroth:732;lapras:669;snorlax:666;kingdra:503,annihilape_shadow:128;dragonair_shadow:287;altaria:293;corsola_galarian:327;cramorant:384
golduck,Golduck,74.1,124.1,112.1,129,1797,CONFUSION,CROSS_CHOP,LIQUIDATION,74.3,68.1,73.7,56.4,aurorus:775;annihilape_shadow:705;lapras:604;quagsire_shadow:542;clodsire:523,corsola_galarian:215;altaria:300;cradily:333;cramorant:357;kingdra:432
hitmontop,Hitmontop,74.1,121.2,149.8,102,1853,COUNTER,CLOSE_COMBAT,TRIPLE_AXEL,68.9,51.4,74.2,61.8,furret:651;aurorus:647;stunfisk:642;vigoroth:573;cradily:544,altaria:177;cramorant:178;kingdra:360;corsola_galarian:366;dragonair_shadow:374
meowstic,Meowstic (Male),74.1,117.1,123.9,132,1917,CONFUSION,ENERGY_BALL,THUNDERBOLT,71.1,60.6,77.2,52.1,medicham:609;lapras:560;vigoroth:507;stunfisk:507;quagsire_shadow:503,corsola_galarian:197;kingdra:309;cramorant:365;cradily:427;altaria:496
golduck_shadow,Golduck (Shadow),74,124.1,112.1,129,1797,CONFUSION,CROSS_CHOP,LIQUIDATION,75.3,71,69.1,46.5,clodsire:810;vigoroth:763;aurorus:717;annihilape_shadow:686;walrein:647,corsola_galarian:266;altaria:365;cramorant:373;cradily:392;kingdra:457
haxorus,Haxorus,74,151.4,95.1,103,1485,DRAGON_TAIL,NIGHT_SLASH,SURF,77.9,74.5,68.3,29.2,ninetales_shadow:655;marowak:655;kingdra:558;dusknoir_shadow:558;stunfisk:538,cradily:361;dragonair_shadow:377;corsola_galarian:381;altaria:384;cramorant:416
tangrowth,Tangrowth,74,120.7,112.7,136,1852,VINE_WHIP,POWER_WHIP,ROCK_SLIDE,64.2,42.1,76.5,50.3,stunfisk:823;jellicent:819;quagsire_shadow:797;lapras:691;kingdra:566,dragonair_shadow:161;annihilape_shadow:217;altaria:322;corsola_galarian:341;cradily:343
axew,Axew,73.9,138.6,96,121,1612,SCRATCH,AQUA_TAIL,DRAGON_CLAW,69.4,73.7,71.3,37.1,ninetales_shadow:723;grumpig:723;stunfisk:611;charjabug:557;feraligatr:537,dragonair_shadow:216;kingdra:233;corsola_galarian:291;cradily:309;cramorant:341
drilbur,Drilbur,73.9,139.4,81.5,142,1614,SCRATCH,DRILL_RUN,ROCK_TOMB,71.7,68.2,72.5,31.2,feraligatr:785;stunfisk:686;charjabug:683;dunsparce:577;kingdra:538,dragonair_shadow:216;cramorant:250;corsola_galarian:266;cradily:288;altaria:452
hippopotas_shadow,Hippopotas (Shadow),73.8,115.1,111.7,152,1956,SAND_ATTACK,ROCK_TOMB,DIG,67.6,48.2,69.3,44.2,stunfisk:769;charjabug:723;clodsire:562;fearow:536;altaria:519,kingdra:173;dragonair_shadow:251;cradily:427;corsola_galarian:431;cramorant:460
masquerain,Masquerain,73.8,129.5,109.1,122,1725,INFESTATION,AIR_CUTTER,LUNGE,68.9,46,68.6,46.5,cradily:799;grumpig:750;vigoroth:549;furret:520;annihilape_shadow:508,cramorant:170;corsola_galarian:255;dragonair_shadow:263;kingdra:275;altaria:293
staraptor,Staraptor,73.8,140.3,90.8,125,1594,WING_ATTACK,FLY,CLOSE_COMBAT,56.1,50.4,75,32.3,araquanid:804;dusknoir_shadow:720;jumpluff:696;rillaboom:548;feraligatr:520,cradily:184;kingdra:194;cramorant:222;altaria:387;corsola_galarian:399
vibrava,Vibrava,73.8,125.2,95.7,127,1523,DRAGON_BREATH,SAND_TOMB,BULLDOZE,69.9,62.1,61.6,54.4,stunfisk:736;charjabug:661;electrode_hisuian:633;quagsire_shadow:586;ninetales_shadow:570,kingdra:334;cramorant:345;corsola_galarian:352;altaria:402;dragonair_shadow:452
chatot,Chatot,73.7,139.6,78.4,147,1610,PECK,HEAT_WAVE,SKY_ATTACK,64.2,55.4,71.4,39.4,araquanid:806;dusknoir_shadow:724;jumpluff:680;jellicent:632;feraligatr:547,kingdra:258;cramorant:289;altaria:326;cradily:329;corsola_galarian:406
regice_shadow,Regice (Shadow),73.7,105.7,178.4,111,2095,LOCK_ON,BLIZZARD,THUNDER,59.2,36.4,88.9,26.4,jumpluff:693;stunfisk:662;kingdra:626;vigoroth:581;altaria:576,quagsire_shadow:65;annihilape_shadow:75;dragonair_shadow:94;corsola_galarian:291;cradily:475
sawsbuck,Sawsbuck,73.6,129.4,101.8,131,1727,TAKE_DOWN,WILD_CHARGE,TRAILBLAZE,70.2,50,67.6,58.2,stunfisk:767;cresselia:629;jellicent:599;corsola_galarian:561;quagsire_shadow:561,altaria:293;cradily:319;cramorant:337;dragonair_shadow:393;kingdra:495
machop,Machop,73.5,127.7,81.5,157,1634,KARATE_CHOP,CROSS_CHOP,BRICK_BREAK,74.3,54.6,63,59.2,vigoroth:767;dragonair_shadow:710;snorlax:710;furret:659;quagsire_shadow:617,corsola_galarian:194;cramorant:242;altaria:311;kingdra:338;cradily:468
talonflame_shadow,Talonflame (Shadow),73.5,121.4,112.6,135,1847,INCINERATE,FLAME_CHARGE,FLY,68.6,50.9,64,51.1,araquanid:877;jumpluff:811;snorlax:522;furret:514;vigoroth:507,kingdra:122;cramorant:194;altaria:438;corsola_galarian:456;cradily:496
thwackey,Thwackey,73.5,123.6,107.5,136,1809,SCRATCH,ENERGY_BALL,GRASS_KNOT,66.8,51.7,73.9,46.8,quagsire_shadow:790;lapras:687;kingdra:569;vigoroth:540;furret:540,cramorant:186;dragonair_shadow:240;altaria:264;corsola_galarian:302;cradily:309
bewear,Bewear,73.4,129.6,87.1,153,1729,LOW_KICK,SUPER_POWER,STOMP,75,50.7,75,55.4,cradily:833;vigoroth:735;snorlax:735;quagsire_shadow:663;kingdra:584,cramorant:162;annihilape_shadow:200;dragonair_shadow:251;altaria:268;corsola_galarian:305
drakloak,Drakloak,73.3,130.3,93.1,142,1724,DRAGON_TAIL,SHADOW_BALL,OUTRAGE,62.2,45.4,77.8,40.2,deoxys_defense:651;vigoroth:570;araquanid:559;ninetales_shadow:559;medicham:559,corsola_galarian:176;cramorant:226;altaria:293;kingdra:309;cradily:406
espeon,Espeon,73.3,148,105.6,97,1517,CONFUSION,PSYCHIC_FANGS,SHADOW_BALL,81.4,73.1,57.7,33.5,annihilape_shadow:773;vigoroth:685;cramorant:608;quagsire_shadow:572;stunfisk:541,corsola_galarian:176;kingdra:275;dragonair_shadow:338;cradily:409;altaria:460
weepinbell,Weepinbell,73.3,137.9,84.8,139,1627,ACID,POWER_WHIP,SEED_BOMB,68.9,62,69.3,40.9,feraligatr:780;quagsire_shadow:712;stunfisk:658;jellicent:654;dunsparce:575,cramorant:242;altaria:329;corsola_galarian:359;cradily:388;kingdra:483
tirtouga,Tirtouga,73.2,114.3,132.4,130,1970,BITE,SURF,ANCIENT_POWER,69.2,56.5,72.1,48.6,cramorant:630;fearow:588;araquanid:565;altaria:557;lapras:542,cradily:270;corsola_galarian:392;vigoroth:393;kingdra:394;dragonair_shadow:444
beartic,Beartic,73.1,135.4,94,130,1657,POWDER_SNOW,ICE_PUNCH,LIQUIDATION,72.9,54.6,74.6,40.2,jumpluff:880;altaria:765;fearow:726;stunfisk:676;dusknoir_shadow:650,cramorant:265;corsola_galarian:330;dragonair_shadow:393;kingdra:427;cradily:496
braixen_shadow,Braixen (Shadow),73.1,130.5,106.9,123,1718,EMBER,PSYSHOCK,FLAME_CHARGE,73.8,61.8,66.1,40.7,jumpluff:731;charjabug:691;annihilape_shadow:670;dusknoir_shadow:605;cresselia:577,cramorant:123;cradily:315;altaria:315;kingdra:317;corsola_galarian:341
purugly_shadow,Purugly (Shadow),73.1,125.5,105.5,134,1775,SCRATCH,AERIAL_ACE,THUNDER,61.9,60.3,73.2,38.6,jellicent:641;dunsparce:597;feraligatr:544;cresselia:526;corsola_galarian:518,cradily:184;kingdra:258;altaria:275;cramorant:277;dragonair_shadow:287
stufful,Stufful,73.1,124.8,92.1,156,1795,TAKE_DOWN,SUPER_POWER,STOMP,72.2,57,76.4,55.2,furret:615;feraligatr:602;aurorus:560;vigoroth:541;cradily:528,altaria:264;kingdra:330;cramorant:337;dragonair_shadow:358;corsola_galarian:442
rhyperior_shadow,Rhyperior (Shadow),73,126.7,104.5,134,1775,MUD_SLAP,DRILL_RUN,ROCK_WRECKER,65,39.5,67.2,34.8,vigoroth:664;corsola_galarian:626;snorlax:589;furret:574;stunfisk:559,cramorant:142;altaria:199;kingdra:283;dragonair_shadow:334;cradily:420
sandshrew,Sandshrew,73,118.4,113.4,127,1707,SCRATCH,SAND_TOMB,ROCK_TOMB,68.4,55.3,66.1,47,charjabug:692;cradily:547;stunfisk:507;altaria:503;ninetales_shadow:503,kingdra:173;dragonair_shadow:216;annihilape_shadow:350;corsola_galarian:381;vigoroth:489
alomomola,Alomomola,72.9,97.4,99.4,238,2306,WATERFALL,HYDRO_PUMP,BLIZZARD,57.9,36.8,87.5,58.2,talonflame:684;marowak:632;aurorus:602;ninetales_shadow:575;dusclops:563,kingdra:156;altaria:192;cramorant:222;cradily:274;corsola_galarian:327
ivysaur,Ivysaur,72.8,118.7,121,131,1883,VINE_WHIP,POWER_WHIP,SLUDGE_BOMB,63.3,40.9,78.3,45.2,quagsire_shadow:755;jellicent:606;annihilape_shadow:583;kingdra:572;cradily:511,dragonair_shadow:177;altaria:275;corsola_galarian:363;vigoroth:482;cramorant:484
pidgeotto,Pidgeotto,72.8,110.9,100.8,147,1644,WING_ATTACK,AIR_CUTTER,TWISTER,67.4,61.8,71.1,50.6,araquanid:619;jumpluff:561;marowak:544;corsola_galarian:520;dusknoir_shadow:506,dragonair_shadow:200;cradily:253;cramorant:329;altaria:351;kingdra:478
tauros_aqua,Tauros (Aqua),72.8,127.8,120.6,114,1759,DOUBLE_KICK,AQUA_JET,TRAILBLAZE,66.8,47.8,68.1,53.4,aurorus:859;quagsire_shadow:653;furret:622;lapras:543;vigoroth:517,corsola_galarian:215;altaria:224;cramorant:285;cradily:440;kingdra:440
tauros_combat,Tauros (Combat),72.8,127.8,120.6,114,1759,DOUBLE_KICK,CLOSE_COMBAT,TRAILBLAZE,59.6,36.7,77.1,47.8,cradily:785;quagsire_shadow:640;furret:609;aurorus:557;ninetales_shadow:539,cramorant:142;kingdra:211;dragonair_shadow:251;altaria:271;corsola_galarian:345
bayleef_shadow,Bayleef (Shadow),72.7,105.5,141.5,142,2122,MAGICAL_LEAF,ANCIENT_POWER,ENERGY_BALL,66.6,35.3,74.2,58,quagsire_shadow:940;jellicent:630;kingdra:591;furret:573;vigoroth:545,dragonair_shadow:196;annihilape_shadow:260;altaria:293;cradily:347;corsola_galarian:482
bergmite,Bergmite,72.7,110.9,113.4,135,1699,BITE,ICY_WIND,CRUNCH,69.2,62.6,69.7,45.5,jumpluff:666;cresselia:625;stunfisk:607;fearow:585;dragonair_shadow:518,cramorant:357;corsola_galarian:392;kingdra:423;altaria:442;cradily:482
floragato,Floragato,72.6,124.4,110.5,131,1803,LEAFAGE,ENERGY_BALL,PLAY_ROUGH,64,37.8,73.7,50.6,quagsire_shadow:919;stunfisk:797;jellicent:698;lapras:679;kingdra:580,altaria:90;dragonair_shadow:161;cramorant:222;cradily:347;corsola_galarian:363
golett,Golett,72.6,119.3,89.9,141,1513,ASTONISH,SHADOW_PUNCH,BRICK_BREAK,70.6,61.2,61.2,52.6,deoxys_defense:925;grumpig:773;jellicent:723;medicham:602;corsola_galarian:514,kingdra:233;cramorant:242;dragonair_shadow:287;cradily:343;altaria:358
karrablast_shadow,Karrablast (Shadow),72.6,127.7,85.7,127,1390,FURY_CUTTER,DRILL_RUN,X_SCISSOR,71.7,65.7,70.2,27.9,deoxys_defense:838;cradily:759;vigoroth:681;grumpig:681;quagsire_shadow:570,cramorant:154;kingdra:233;dragonair_shadow:287;altaria:293;corsola_galarian:345
mienshao,Mienshao,72.6,158.9,84.8,105,1415,FORCE_PALM,BRUTAL_SWING,BLAZE_KICK,68.8,60.3,58.6,38.9,aurorus:795;cradily:757;furret:757;vigoroth:614;lapras:595,cramorant:218;corsola_galarian:320;kingdra:334;altaria:344;dragonair_shadow:429
moltres_shadow,Moltres (Shadow),72.6,139.9,102,112,1599,WING_ATTACK,FLY,HEAT_WAVE,58.1,46.4,73.5,29.2,araquanid:852;jumpluff:772;marowak:620;ninetales_shadow:584;medicham:549,kingdra:233;cramorant:261;cradily:399;corsola_galarian:471;altaria:471
pidgeotto_shadow,Pidgeotto (Shadow),72.6,110.9,100.8,147,1644,WING_ATTACK,AIR_CUTTER,TWISTER,64.3,67.5,70.9,46,jellicent:639;dusclops:571;araquanid:544;medicham:527;jumpluff:506,kingdra:216;cradily:274;corsola_galarian:345;cramorant:408;altaria:409
electabuzz,Electabuzz,72.5,130.8,113.2,115,1704,THUNDER_SHOCK,THUNDER_PUNCH,RETURN,65.5,43.2,73.4,45.8,fearow:839;feraligatr:800;cramorant:760;cresselia:560;ninetales_shadow:539,cradily:163;dragonair_shadow:271;corsola_galarian:280;altaria:282;kingdra:377
polteageist,Polteageist,72.5,142.8,115.6,95,1569,HEX,SHADOW_BALL,DARK_PULSE,62.5,64.5,77.6,27.7,cresselia:805;deoxys_defense:684;jellicent:663;grumpig:663;medicham:626,kingdra:182;corsola_galarian:205;cradily:357;altaria:420;cramorant:444
seviper,Seviper,72.5,137.5,90,131,1623,POISON_JAB,POISON_FANG,WRAP,67.4,67.1,60,53.1,jumpluff:904;rillaboom:603;cradily:526;charjabug:519;ninetales_shadow:511,kingdra:292;corsola_galarian:309;cramorant:329;dragonair_shadow:346;altaria:416
torterra,Torterra,72.5,119.9,117,133,1867,MUD_SLAP,FRENZY_PLANT,SAND_TOMB,67.4,39.2,69.5,55.4,snorlax:624;jellicent:605;cradily:560;quagsire_shadow:537;vigoroth:511,cramorant:115;altaria:166;dragonair_shadow:263;kingdra:309;corsola_galarian:489
vaporeon,Vaporeon,72.5,118.4,96.9,165,1894,WATER_GUN,AQUA_TAIL,LAST_RESORT,70.2,52.3,71.8,49.6,aurorus:757;quagsire_shadow:554;vigoroth:548;stunfisk:542;annihilape_shadow:506,kingdra:122;cradily:277;cramorant:341;corsola_galarian:356;altaria:416
sawk,Sawk,72.4,140.3,97.3,117,1599,LOW_KICK,BRICK_BREAK,BODY_SLAM,73.8,54,64.4,48.3,cradily:782;vigoroth:739;snorlax:653;lapras:653;kingdra:559,corsola_galarian:215;altaria:278;dragonair_shadow:287;annihilape_shadow:325;cramorant:357
vanillish,Vanillish,72.4,123.6,120.5,122,1818,ASTONISH,ICY_WIND,SIGNAL_BEAM,71.4,51.5,62.5,45,jumpluff:688;jellicent:610;kingdra:606;altaria:557;stunfisk:520,cramorant:257;dragonair_shadow:307;vigoroth:317;cradily:375;corsola_galarian:456
vibrava_shadow,Vibrava (Shadow),72.4,125.2,95.7,127,1523,DRAGON_BREATH,SAND_TOMB,BULLDOZE,70.7,59.8,57,36.3,stunfisk:696;grumpig:633;charjabug:629;corsola_galarian:618;quagsire_shadow:539,cramorant:250;cradily:399;kingdra:411;dragonair_shadow:452;altaria:471
electabuzz_shadow,Electabuzz (Shadow),72.3,132.1,112.5,114,1696,THUNDER_SHOCK,THUNDER_PUNCH,THUNDERBOLT,72.9,52,69.8,31,jellicent:842;cramorant:758;araquanid:719;lapras:706;annihilape_shadow:644,cradily:250;dragonair_shadow:342;altaria:355;corsola_galarian:356;kingdra:406
emboar_shadow,Emboar (Shadow),72.3,137.8,80.4,147,1631,EMBER,BLAST_BURN,ROCK_SLIDE,66,62,81.1,19.3,aurorus:673;jumpluff:666;lapras:622;corsola_galarian:615;furret:540,kingdra:80;dragonair_shadow:145;cradily:309;vigoroth:420;altaria:442
magmortar_shadow,Magmortar (Shadow),72.3,140.8,104.5,108,1589,KARATE_CHOP,FIRE_PUNCH,THUNDERBOLT,72.7,69.8,64.4,21.3,aurorus:828;lapras:689;fearow:662;walrein:601;ninetales_shadow:592,cramorant:281;kingdra:300;corsola_galarian:316;altaria:373;cradily:434
manectric,Manectric,72.3,142.4,91.3,121,1574,THUNDER_FANG,PSYCHIC_FANGS,WILD_CHARGE,71.2,66.2,67.9,51.9,fearow:809;araquanid:698;cramorant:685;jumpluff:557;jellicent:508,dragonair_shadow:240;cradily:263;kingdra:279;corsola_galarian:402;altaria:405
frosmoth,Frosmoth,72.2,141.5,101,111,1587,POWDER_SNOW,ICY_WIND,BUG_BUZZ,65.5,47.9,72.1,36.8,cradily:752;jumpluff:734;altaria:725;stunfisk:666;snorlax:504,vigoroth:210;cramorant:242;kingdra:258;corsola_galarian:384;dragonair_shadow:429
grovyle_shadow,Grovyle (Shadow),72.1,136.3,103.2,117,1647,BULLET_SEED,LEAF_BLADE,AERIAL_ACE,71.2,53.7,72.7,30,quagsire_shadow:893;jellicent:816;lapras:764;annihilape_shadow:649;aurorus:611,altaria:217;cradily:309;corsola_galarian:316;kingdra:427;cramorant:440
lampent,Lampent,72,132.5,99,129,1692,EMBER,HEAT_WAVE,ENERGY_BALL,70.2,60.3,75.1,37.9,annihilape_shadow:860;charjabug:744;deoxys_defense:616;medicham:558;jumpluff:554,cramorant:123;altaria:228;cradily:284;corsola_galarian:294;kingdra:317
slowking_shadow,Slowking (Shadow),72,113.4,120.9,144,1975,CONFUSION,SURF,BLIZZARD,72,62.3,67.4,55.7,annihilape_shadow:826;cramorant:545;snorlax:517;quagsire_shadow:513;vigoroth:510,corsola_galarian:241;cradily:243;dragonair_shadow:377;kingdra:419;altaria:427
tangrowth_shadow,Tangrowth (Shadow),72,120.7,112.7,136,1852,VINE_WHIP,POWER_WHIP,ROCK_SLIDE,60.9,39.2,72.8,38.9,quagsire_shadow:753;jellicent:661;lapras:580;furret:518;vigoroth:511,cramorant:222;kingdra:237;cradily:336;altaria:362;corsola_galarian:417
eldegoss,Eldegoss,71.9,108.4,160.4,119,2070,BULLET_SEED,ENERGY_BALL,GRASS_KNOT,65.1,40,73.5,62.8,quagsire_shadow:815;feraligatr:697;stunfisk:693;jellicent:630;grumpig:542,altaria:134;cradily:256;cramorant:396;kingdra:427;corsola_galarian:446
magmar_shadow,Magmar (Shadow),71.9,135.1,107.6,114,1659,EMBER,FIRE_PUNCH,SCORCHING_SANDS,72.5,57.8,68.1,27.4,charjabug:750;ninetales_shadow:679;aurorus:671;annihilape_shadow:644;dusknoir_shadow:644,kingdra:80;cramorant:123;altaria:250;cradily:319;corsola_galarian:359
sneasler,Sneasler,71.9,145.4,94.7,112,1543,SHADOW_CLAW,CLOSE_COMBAT,X_SCISSOR,61.7,46,75.8,31,cradily:848;electrode_hisuian:772;dusknoir_shadow:593;furret:580;dunsparce:540,kingdra:194;cramorant:202;dragonair_shadow:251;altaria:271;corsola_galarian:370
exeggutor_shadow,Exeggutor (Shadow),71.8,136.1,92.5,131,1650,CONFUSION,SEED_BOMB,PSYCHIC,68.3,56.8,70.7,44.7,annihilape_shadow:820;stunfisk:709;lapras:618;snorlax:553;medicham:538,corsola_galarian:190;kingdra:275;cramorant:341;altaria:376;cradily:423
anorith_shadow,Anorith (Shadow),71.7,145.4,92,115,1540,SCRATCH,AQUA_JET,ANCIENT_POWER,66.9,80.1,71.4,20.1,lapras:708;marowak:656;altaria:613;fearow:604;talonflame:560,cramorant:242;kingdra:258;corsola_galarian:276;dragonair_shadow:287;cradily:336
gumshoos,Gumshoos,71.6,134.2,84.9,147,1677,TAKE_DOWN,ROCK_TOMB,CRUNCH,69.2,51.4,71.8,52.4,cresselia:629;feraligatr:625;dunsparce:605;corsola_galarian:520;araquanid:510,kingdra:360;cramorant:365;altaria:365;cradily:368;dragonair_shadow:381
mesprit,Mesprit,71.6,123.5,128,114,1804,CONFUSION,SWIFT,FUTURE_SIGHT,71.1,64.8,72.8,53.1,annihilape_shadow:820;lapras:635;medicham:565;altaria:513;fearow:504,corsola_galarian:258;kingdra:279;cradily:298;dragonair_shadow:338;cramorant:408
gothorita_shadow,Gothorita (Shadow),71.3,112.2,132.7,134,1997,CONFUSION,FUTURE_SIGHT,PSYCHIC,64.2,48.4,79.5,52.9,annihilape_shadow:847;medicham:589;clodsire:526;lapras:514;stunfisk:514,corsola_galarian:241;altaria:264;cramorant:281;kingdra:300;cradily:336
