speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore
cherubi,Cherubi,52.7,68.5,62.4,85,364,BULLET_SEED,SEED_BOMB,DAZZLING_GLEAM,46,34.8,38.4,27.1
chingling,Chingling,52.6,70,62,82,357,ASTONISH,PSYSHOCK,SHADOW_BALL,47.3,36.9,49.7,35.1
elgyem,Elgyem,52.6,76,55.9,77,328,CONFUSION,DARK_PULSE,PSYCHIC,43.2,47,38.2,50.1
krabby,Krabby,52.6,86,62.9,53,287,BUBBLE,RAZOR_SHELL,VICE_GRIP,45.2,38,35.4,39.5
flabebe,Flabebe,52.5,64.3,75.8,79,386,VINE_WHIP,DAZZLING_GLEAM,PSYCHIC,37.3,38,48.6,35.3
cacnea,Cacnea,51.7,84.3,46,76,295,POISON_STING,GRASS_KNOT,BRICK_BREAK,42.6,35.5,49.9,21.6
bellsprout_shadow,Bellsprout (Shadow),51.1,82.1,41.9,88,303,VINE_WHIP,POWER_WHIP,SLUDGE_BOMB,45.4,34,43.6,40.7
wingull,Wingull,50.8,74.8,49.9,89,333,QUICK_ATTACK,ICE_BEAM,AIR_CUTTER,38,38.8,49.9,32.9
cacnea_shadow,Cacnea (Shadow),50.5,84.3,46,76,295,POISON_STING,GRASS_KNOT,BRICK_BREAK,38.5,30.8,49.9,21.6
kricketot,Kricketot,50.4,50.4,74.7,108,407,BUG_BITE,STRUGGLE,,47.8,41.1,35.4,52.6
tynamo,Tynamo,50,72,57.5,83,344,SPARK,STRUGGLE,,55.3,38.8,30.8,45.2
gulpin,Gulpin,49.9,54.4,73,115,457,ROCK_SMASH,SLUDGE,ICE_BEAM,41.2,36.9,40.2,46.8
cutiefly,Cutiefly,49.3,72.2,57,84,346,FAIRY_WIND,BUG_BUZZ,DAZZLING_GLEAM,39.4,30.4,51,27.7
koffing_shadow,Koffing (Shadow),48.8,65.1,83.3,70,380,INFESTATION,DARK_PULSE,SLUDGE_BOMB,39.3,31.8,39.4,27.8
swirlix,Swirlix,48.1,61.3,70.5,93,402,TACKLE,ENERGY_BALL,DRAINING_KISS,42.4,42,45.8,44
anorith_shadow,Anorith (Shadow),47.5,85.1,52.7,65,292,STRUGGLE_BUG,ANCIENT_POWER,CROSS_POISON,45.2,38.4,31.1,44.9
petilil,Petilil,46.4,71.6,60.5,80,347,HIDDEN_POWER_GRASS,ENERGY_BALL,SEED_BOMB,43.8,33.3,34.1,42.6
anorith,Anorith,46.1,85.1,52.7,65,292,STRUGGLE_BUG,ANCIENT_POWER,CROSS_POISON,41.8,37.3,27.2,40.5
crabrawler,Crabrawler,45.8,78,56.9,72,320,BUBBLE,CRABHAMMER,PAYBACK,48.9,31,28.7,36
happiny,Happiny,43.8,33.6,77.3,201,522,ZEN_HEADBUTT,PSYCHIC,,37.6,35.7,37.9,43.7
timburr,Timburr,43.7,71.2,51.3,96,351,LOW_KICK,BRICK_BREAK,ROCK_TOMB,39.3,31.3,34.6,32.2
voltorb_hisuian,Voltorb (Hisuian),43.7,66.6,70.7,79,373,TACKLE,THUNDERBOLT,ENERGY_BALL,37.6,40.5,37.6,41.1
munna,Munna,41.2,63.4,58,106,391,CHARGE_BEAM,PSYSHOCK,DAZZLING_GLEAM,26.9,29.2,30.7,22.4
skiddo,Skiddo,40,67.3,60.4,91,371,ROCK_SMASH,ROCK_SLIDE,SEED_BOMB,34.3,29.2,28.5,36.7
spoink_shadow,Spoink (Shadow),39.9,66.1,67.6,84,376,ZEN_HEADBUTT,SHADOW_BALL,MIRROR_COAT,33.3,34.9,21.1,39.1
solosis,Solosis,39.1,86.9,47.4,69,285,HIDDEN_POWER_PSYCHIC,PSYSHOCK,THUNDER,33.2,32.6,19.7,39.5
cleffa,Cleffa,39,58.5,69.6,105,428,ZEN_HEADBUTT,BODY_SLAM,GRASS_KNOT,29.3,33.1,30,35.3
porygon_shadow,Porygon (Shadow),38.7,69.5,66,77,354,CHARGE_BEAM,DISCHARGE,HYPER_BEAM,36.2,23.9,36.6,23.1
porygon,Porygon,37.4,69.5,66,77,354,CHARGE_BEAM,DISCHARGE,HYPER_BEAM,32.9,23.4,32.1,22.2
spoink,Spoink,37.3,66.1,67.6,84,376,ZEN_HEADBUTT,SHADOW_BALL,MIRROR_COAT,31.6,33.3,19.8,36.5
mienfoo,Mienfoo,36,81.4,54.9,68,305,LOW_KICK,BRICK_BREAK,FOCUS_BLAST,30.7,26.6,27.7,31.5
feebas,Feebas,35.3,36.9,84,84,261,TACKLE,MIRROR_COAT,,33,31.7,28.2,32.2
abra_shadow,Abra (Shadow),33.3,98.4,47.4,53,248,CHARGE_BEAM,PSYSHOCK,SHADOW_BALL,22.2,17.2,42.8,20.9
abra,Abra,32.2,98.4,47.4,53,248,CHARGE_BEAM,PSYSHOCK,SHADOW_BALL,24.1,17.2,38.7,20
ponyta_galarian,Ponyta (Galarian),31.5,78.4,61.5,66,319,PSYCHO_CUT,PLAY_ROUGH,PSYBEAM,24.7,24.3,30.5,22.8
slakoth,Slakoth,31,63.7,61.3,99,387,YAWN,BODY_SLAM,NIGHT_SLASH,22.7,24.7,38.5,9.9
trubbish,Trubbish,27.8,59.9,79.7,87,416,TAKE_DOWN,SEED_BOMB,GUNK_SHOT,24.1,23.7,25.4,22.8
beldum_shadow,Beldum (Shadow),24.4,59.1,87.8,80,416,TAKE_DOWN,STRUGGLE,FRUSTRATION,22.5,23.1,12.6,23.5
beldum,Beldum,23.7,59.1,87.8,80,416,TAKE_DOWN,STRUGGLE,,19.7,21.9,12.3,23.1
cranidos_shadow,Cranidos (Shadow),22.6,95,35.9,76,259,TAKE_DOWN,ANCIENT_POWER,BULLDOZE,21.4,19.7,12.4,21
cranidos,Cranidos,21.1,95,35.9,76,259,TAKE_DOWN,ANCIENT_POWER,BULLDOZE,19.5,19.1,11.8,19.6
magikarp,Magikarp,11.8,36.9,84,84,261,SPLASH,RETURN,STRUGGLE,9.2,6.2,13.3,5.2
magikarp_shadow,Magikarp (Shadow),6.7,36.9,84,84,261,SPLASH,STRUGGLE,FRUSTRATION,5.4,5.2,3.7,4.3
